,locus_tag,cog,essential,y-ome
2723,b2489,C,,well-annotated
2724,b2719,C,,well-annotated
2725,b2491,K,,well-annotated
2726,b2496,L,,well-annotated
2727,b3702,L,True,well-annotated
2728,b2498,F,,well-annotated
2729,b2499,F,,well-annotated
2730,b2500,F,,well-annotated
2731,b2501,P,,well-annotated
2732,b2502,F,,well-annotated
2733,b3779,F,,well-annotated
2734,b2507,F,,well-annotated
2735,b2708,T,,well-annotated
2736,b3197,T,,well-annotated
2737,b2509,L,,well-annotated
2738,b2511,R,True,well-annotated
2739,b2512,M,,well-annotated
2740,b2513,T,,well-annotated
2741,b2514,J,True,well-annotated
2742,b2515,I,True,well-annotated
2743,b2516,D,,well-annotated
2744,b2517,J,,well-annotated
2745,b2518,F,,well-annotated
2746,b2519,M,,well-annotated
2747,b2520,R,,well-annotated
2748,b2523,E,,well-annotated
2749,b4260,E,,well-annotated
2750,b2524,O,,well-annotated
2751,b2529,O,,well-annotated
2752,b2530,E,,well-annotated
2753,b2531,K,,well-annotated
2754,b4178,K,,well-annotated
2755,b2532,J,,well-annotated
2756,b4403,J,,y-ome
2757,b2533,G,True,well-annotated
2758,b2535,K,,y-ome
2759,b3723,K,,well-annotated
2760,b2539,Q,,well-annotated
2761,b2540,P,,well-annotated
2762,b3366,P,,well-annotated
2763,b2542,I,,well-annotated
2764,b2711,I,,well-annotated
2765,b2543,S,,y-ome
2766,b3101,S,,y-ome
2767,b2551,E,,well-annotated
2768,b2557,F,,well-annotated
2769,b2558,M,,well-annotated
2770,b2559,J,True,well-annotated
2771,b2560,E,,well-annotated
2772,b4388,E,,well-annotated
2773,b2563,I,True,well-annotated
2774,b2564,H,,well-annotated
2775,b2565,L,,well-annotated
2776,b2566,J,True,well-annotated
2777,b2567,K,True,well-annotated
2778,b2568,U,True,well-annotated
2779,b2569,J,,well-annotated
2780,b2570,T,,y-ome
2781,b2571,T,,well-annotated
2782,b2572,T,,well-annotated
2783,b2573,K,True,well-annotated
2784,b4293,K,,well-annotated
2785,b2574,H,,well-annotated
2786,b2575,J,,well-annotated
2787,b2579,H,,well-annotated
2788,b2580,L,,well-annotated
2789,b2581,J,,y-ome
2790,b3651,J,,well-annotated
2791,b4180,J,,well-annotated
2792,b2583,S,,y-ome
2793,b2586,S,,y-ome
2794,b2593,P,,well-annotated
2795,b2595,M,True,well-annotated
2796,b2597,J,,well-annotated
2797,b3203,J,,well-annotated
2798,b2599,E,,well-annotated
2799,b2600,E,,well-annotated
2800,b2606,J,True,well-annotated
2801,b2607,J,True,well-annotated
2802,b2608,J,,well-annotated
2803,b2609,J,True,well-annotated
2804,b2610,U,True,well-annotated
2805,b2611,R,,y-ome
2806,b4461,P,,y-ome
2807,b2614,O,True,well-annotated
2808,b2615,F,True,well-annotated
2809,b2616,L,,well-annotated
2810,b2618,V,,y-ome
2811,b2619,J,,well-annotated
2812,b2620,O,,well-annotated
2813,b2627,L,,y-ome
2814,b2634,K,,y-ome
2815,b2665,S,,well-annotated
2816,b2666,S,,y-ome
2817,b2667,K,,y-ome
2818,b3501,K,,well-annotated
2819,b2674,F,,well-annotated
2820,b2677,P,,well-annotated
2821,b2678,E,,well-annotated
2822,b2679,E,,well-annotated
2823,b2682,E,,well-annotated
2824,b2687,T,,well-annotated
2825,b2688,H,,well-annotated
2826,b2689,S,,y-ome
2827,b2696,T,True,well-annotated
2828,b2697,J,,well-annotated
2829,b2698,O,,well-annotated
2830,b2699,L,,well-annotated
2831,b2701,M,,well-annotated
2832,b2702,G,,well-annotated
2833,b2703,G,,well-annotated
2834,b2704,G,,well-annotated
2835,b2706,K,,well-annotated
2836,b2710,C,,well-annotated
2837,b2712,O,,well-annotated
2838,b2716,G,,well-annotated
2839,b2901,G,,well-annotated
2840,b3721,G,,well-annotated
2841,b2726,R,,well-annotated
2842,b2991,R,,y-ome
2843,b2727,O,,well-annotated
2844,b2728,O,,well-annotated
2845,b2990,O,,well-annotated
2846,b2729,O,,well-annotated
2847,b2730,O,,well-annotated
2848,b2733,L,,well-annotated
2849,b2737,S,,y-ome
2850,b2741,K,,well-annotated
2851,b3067,K,,well-annotated
2852,b3461,K,True,well-annotated
2853,b3613,D,,well-annotated
2854,b2743,O,,well-annotated
2855,b2744,L,,well-annotated
2856,b2745,J,,well-annotated
2857,b2746,I,True,well-annotated
2858,b2747,I,True,well-annotated
2859,b2748,D,True,well-annotated
2860,b2750,P,,well-annotated
2861,b2751,P,,well-annotated
2862,b2752,E,,well-annotated
2863,b2762,E,,well-annotated
2864,b2755,V,,well-annotated
2865,b2761,V,,well-annotated
2866,b2763,P,,well-annotated
2867,b2764,P,,well-annotated
2868,b2765,H,,well-annotated
2869,b2768,K,,y-ome
2870,b2777,R,,y-ome
2871,b4237,R,,well-annotated
2872,b2779,G,True,well-annotated
2873,b2780,F,True,well-annotated
2874,b2781,R,,well-annotated
2875,b2782,V,,well-annotated
2876,b4225,V,,well-annotated
2877,b2783,T,True,well-annotated
2878,b4224,T,True,well-annotated
2879,b2784,T,,well-annotated
2880,b3650,T,True,well-annotated
2881,b2792,S,,y-ome
2882,b2794,J,,well-annotated
2883,b2795,R,,well-annotated
2884,b2798,L,,well-annotated
2885,b3863,L,,well-annotated
2886,b2802,G,,well-annotated
2887,b2804,G,,well-annotated
2888,b2806,J,,well-annotated
2889,b2807,S,,y-ome
2890,b2812,J,,well-annotated
2891,b2813,M,,well-annotated
2892,b2818,E,,well-annotated
2893,b3959,E,,well-annotated
2894,b2819,L,,well-annotated
2895,b2820,L,,well-annotated
2896,b2821,O,,well-annotated
2897,b2822,L,,well-annotated
2898,b2823,N,,y-ome
2899,b2825,U,,y-ome
2900,b3331,U,,excluded
2901,b2826,N,,y-ome
2902,b3328,N,,excluded
2903,b3329,N,,excluded
2904,b3330,N,,excluded
2905,b2827,F,,well-annotated
2906,b2828,M,True,well-annotated
2907,b2829,T,,well-annotated
2908,b2831,L,,well-annotated
2909,b3018,I,True,well-annotated
2910,b3862,I,,y-ome
2911,b2838,E,,well-annotated
2912,b2840,M,,well-annotated
2913,b2843,G,,well-annotated
2914,b2847,K,,y-ome
2915,b4133,K,,well-annotated
2916,b2871,E,,well-annotated
2917,b3117,E,,well-annotated
2918,b3772,E,,well-annotated
2919,b2877,H,,well-annotated
2920,b4464,F,,well-annotated
2921,b3664,F,,well-annotated
2922,b3714,F,,well-annotated
2923,b4064,F,,well-annotated
2924,b2890,J,,well-annotated
2925,b4129,J,,well-annotated
2926,b2892,L,,well-annotated
2927,b2894,L,,well-annotated
2928,b4313,L,,well-annotated
2929,b2897,O,,well-annotated
2930,b2898,O,,y-ome
2931,b2899,U,,y-ome
2932,b2900,S,,y-ome
2933,b2903,E,,well-annotated
2934,b2904,E,,well-annotated
2935,b2905,E,,well-annotated
2936,b2909,S,,y-ome
2937,b2910,D,,well-annotated
2938,b2912,H,,well-annotated
2939,b2914,G,,well-annotated
2940,b2917,I,,well-annotated
2941,b2918,O,,well-annotated
2942,b2920,C,,well-annotated
2943,b2922,S,,y-ome
2944,b2923,E,,well-annotated
2945,b2926,G,True,well-annotated
2946,b2928,H,,y-ome
2947,b3974,H,,well-annotated
2948,b2929,K,,well-annotated
2949,b3601,K,,well-annotated
2950,b2930,G,,well-annotated
2951,b3925,G,,well-annotated
2952,b2933,G,,well-annotated
2953,b2937,E,,well-annotated
2954,b2938,E,,well-annotated
2955,b2942,H,True,well-annotated
2956,b2944,R,,y-ome
2957,b2945,L,,well-annotated
2958,b2946,J,,well-annotated
2959,b2948,K,,y-ome
2960,b2949,K,True,well-annotated
2961,b2950,N,,y-ome
2962,b2951,R,,well-annotated
2963,b2952,S,,y-ome
2964,b2953,S,,y-ome
2965,b2954,F,,well-annotated
2966,b2955,H,,y-ome
2967,b3867,H,,well-annotated
2968,b2959,S,,y-ome
2969,b2960,J,,well-annotated
2970,b2961,L,,well-annotated
2971,b2962,P,,y-ome
2972,b2966,S,,y-ome
2973,b2968,U,,y-ome
2974,b2972,N,,y-ome
2975,b3335,N,,well-annotated
2976,b2975,C,,well-annotated
2977,b3603,C,,well-annotated
2978,b2976,C,,well-annotated
2979,b4014,C,,well-annotated
2980,b2977,S,,y-ome
2981,b2987,P,,well-annotated
2982,b3493,P,,well-annotated
2983,b2988,E,,well-annotated
2984,b3038,E,,y-ome
2985,b4186,E,,y-ome
2986,b2995,C,,well-annotated
2987,b3002,S,,y-ome
2988,b3008,E,,well-annotated
2989,b3376,E,,y-ome
2990,b3939,E,,well-annotated
2991,b3011,C,,well-annotated
2992,b4469,R,,y-ome
2993,b3021,K,True,well-annotated
2994,b3555,K,,y-ome
2995,b3030,L,True,well-annotated
2996,b3699,L,True,well-annotated
2997,b3032,T,,well-annotated
2998,b3033,S,,y-ome
2999,b3037,S,,y-ome
3000,b4185,S,,y-ome
3001,b3040,P,,well-annotated
3002,b3041,H,True,well-annotated
3003,b3042,S,,y-ome
3004,b3051,S,,y-ome
3005,b4350,S,,well-annotated
3006,b3052,M,,well-annotated
3007,b3053,O,,well-annotated
3008,b3054,P,,well-annotated
3009,b3055,S,,y-ome
3010,b3057,I,,well-annotated
3011,b3059,I,,y-ome
3012,b3064,J,True,well-annotated
3013,b3065,J,,well-annotated
3014,b3066,L,,well-annotated
3015,b3068,L,,well-annotated
3016,b3070,P,,well-annotated
3017,b3071,K,,well-annotated
3018,b3077,G,,excluded
3019,b3221,G,,y-ome
3020,b3576,G,,y-ome
3021,b4252,G,,y-ome
3022,b3082,V,,well-annotated
3023,b3083,J,,well-annotated
3024,b3084,J,,well-annotated
3025,b4371,J,,well-annotated
3026,b3085,R,,y-ome
3027,b3089,E,,well-annotated
3028,b3091,G,,well-annotated
3029,b3128,G,,well-annotated
3030,b3092,G,,well-annotated
3031,b3099,S,,y-ome
3032,b3102,C,,well-annotated
3033,b3103,S,,y-ome
3034,b3104,S,,y-ome
3035,b3921,S,,y-ome
3036,b3106,R,,y-ome
3037,b3439,R,,well-annotated
3038,b4470,E,,y-ome
3039,b3129,K,,well-annotated
3040,b3136,M,,y-ome
3041,b3371,M,,well-annotated
3042,b3146,J,True,well-annotated
3043,b3147,M,,well-annotated
3044,b3148,L,,y-ome
3045,b3150,S,,y-ome
3046,b4376,S,,well-annotated
3047,b3151,S,,y-ome
3048,b3154,S,,y-ome
3049,b3155,L,,well-annotated
3050,b3156,R,,y-ome
3051,b4307,R,,y-ome
3052,b3157,I,,y-ome
3053,b3163,M,,well-annotated
3054,b3164,J,,well-annotated
3055,b3165,J,,well-annotated
3056,b3166,J,,well-annotated
3057,b3167,J,,well-annotated
3058,b3169,K,True,well-annotated
3059,b3170,J,,well-annotated
3060,b3172,E,,well-annotated
3061,b3175,U,,well-annotated
3062,b3177,H,,well-annotated
3063,b3178,O,True,well-annotated
3064,b3179,J,,well-annotated
3065,b3180,J,,well-annotated
3066,b3182,M,,well-annotated
3067,b3183,D,True,well-annotated
3068,b3185,J,True,well-annotated
3069,b3186,J,True,well-annotated
3070,b3188,K,,y-ome
3071,b3189,M,True,well-annotated
3072,b3190,T,,well-annotated
3073,b3191,M,True,well-annotated
3074,b3192,I,,y-ome
3075,b3194,M,,well-annotated
3076,b3195,M,,well-annotated
3077,b3196,P,,y-ome
3078,b3198,M,,well-annotated
3079,b3199,M,True,well-annotated
3080,b3200,M,True,well-annotated
3081,b3201,M,,well-annotated
3082,b3202,K,,well-annotated
3083,b3205,T,,well-annotated
3084,b3207,T,,y-ome
3085,b3630,T,,well-annotated
3086,b3209,Q,,well-annotated
3087,b4003,T,,well-annotated
3088,b3211,R,,y-ome
3089,b3212,E,,well-annotated
3090,b3220,R,,y-ome
3091,b3223,G,,y-ome
3092,b3228,R,,well-annotated
3093,b3230,J,True,well-annotated
3094,b3231,J,True,well-annotated
3095,b3232,R,,well-annotated
3096,b3233,S,,y-ome
3097,b3236,C,,well-annotated
3098,b3237,K,,well-annotated
3099,b3239,K,,y-ome
3100,b3244,R,,y-ome
3101,b4235,R,,y-ome
3102,b4472,S,,y-ome
3103,b3249,M,True,y-ome
3104,b3250,D,True,well-annotated
3105,b3251,D,True,well-annotated
3106,b3253,C,,well-annotated
3107,b4051,C,,well-annotated
3108,b3255,H,True,well-annotated
3109,b3256,I,True,well-annotated
3110,b3257,S,,y-ome
3111,b3258,H,,well-annotated
3112,b3259,J,,well-annotated
3113,b3262,L,,well-annotated
3114,b3269,E,,y-ome
3115,b3284,S,,y-ome
3116,b4473,L,,y-ome
3117,b3287,J,True,well-annotated
3118,b3291,M,,well-annotated
3119,b4550,J,,well-annotated
3120,b3294,J,True,well-annotated
3121,b3295,K,True,well-annotated
3122,b3296,J,True,well-annotated
3123,b3297,J,True,well-annotated
3124,b3298,J,True,well-annotated
3125,b3300,U,True,well-annotated
3126,b3301,J,True,well-annotated
3127,b3302,J,True,well-annotated
3128,b3303,J,True,well-annotated
3129,b3304,J,True,well-annotated
3130,b3305,J,True,well-annotated
3131,b3306,J,True,well-annotated
3132,b3307,J,True,well-annotated
3133,b3308,J,True,well-annotated
3134,b3309,J,True,well-annotated
3135,b3310,J,True,well-annotated
3136,b3311,J,True,well-annotated
3137,b3312,J,True,well-annotated
3138,b3313,J,True,well-annotated
3139,b3314,J,True,well-annotated
3140,b3315,J,True,well-annotated
3141,b3316,J,True,well-annotated
3142,b3317,J,True,well-annotated
3143,b3318,J,True,well-annotated
3144,b3319,J,True,well-annotated
3145,b3320,J,True,well-annotated
3146,b3321,J,True,well-annotated
3147,b3323,U,,excluded
3148,b3324,U,,excluded
3149,b3325,U,,excluded
3150,b3332,U,,excluded
3151,b3333,U,,excluded
3152,b3336,P,,well-annotated
3153,b3337,P,,y-ome
3154,b3338,G,,well-annotated
3155,b3339,J,,well-annotated
3156,b3980,J,,well-annotated
3157,b3340,J,True,well-annotated
3158,b3341,J,True,well-annotated
3159,b3342,J,True,well-annotated
3160,b3343,O,,well-annotated
3161,b3344,P,,well-annotated
3162,b3346,K,,y-ome
3163,b3347,O,,well-annotated
3164,b4207,O,,well-annotated
3165,b3348,S,,y-ome
3166,b4551,R,,y-ome
3167,b3353,R,,y-ome
3168,b3354,S,,y-ome
3169,b3355,G,,y-ome
3170,b3356,R,,y-ome
3171,b3361,T,,y-ome
3172,b3365,C,,well-annotated
3173,b3368,H,,well-annotated
3174,b3379,R,,y-ome
3175,b3380,G,,y-ome
3176,b4383,G,,well-annotated
3177,b3381,E,,y-ome
3178,b3384,J,True,well-annotated
3179,b3385,C,,well-annotated
3180,b3386,G,,well-annotated
3181,b4085,G,,well-annotated
3182,b4301,G,,y-ome
3183,b3387,L,,well-annotated
3184,b3388,D,,well-annotated
3185,b3389,E,,well-annotated
3186,b3391,U,,y-ome
3187,b3394,N,,y-ome
3188,b3396,M,,well-annotated
3189,b3399,H,,well-annotated
3190,b3812,H,,well-annotated
3191,b3885,H,,well-annotated
3192,b4374,H,,well-annotated
3193,b3400,J,,well-annotated
3194,b3401,O,,well-annotated
3195,b3403,C,,well-annotated
3196,b3408,P,,well-annotated
3197,b3409,P,,well-annotated
3198,b3413,R,,y-ome
3199,b3416,G,,well-annotated
3200,b3417,G,,well-annotated
3201,b3428,G,,well-annotated
3202,b3418,K,,well-annotated
3203,b4475,A,,well-annotated
3204,b3421,J,,well-annotated
3205,b3422,K,,well-annotated
3206,b3424,O,,well-annotated
3207,b3429,G,,well-annotated
3208,b3430,G,,well-annotated
3209,b3431,G,,well-annotated
3210,b3432,G,,well-annotated
3211,b3437,G,,well-annotated
3212,b4268,G,,well-annotated
3213,b3442,U,,y-ome
3214,b3447,E,,well-annotated
3215,b3454,E,,well-annotated
3216,b3455,E,,well-annotated
3217,b3456,E,,well-annotated
3218,b3457,E,,well-annotated
3219,b3458,E,,well-annotated
3220,b3460,E,,well-annotated
3221,b3462,D,True,well-annotated
3222,b3463,D,True,well-annotated
3223,b3464,U,True,well-annotated
3224,b3465,J,,well-annotated
3225,b3466,S,,y-ome
3226,b3468,S,,y-ome
3227,b3471,S,True,well-annotated
3228,b3475,H,,well-annotated
3229,b3712,H,,y-ome
3230,b3480,E,,well-annotated
3231,b3481,K,,well-annotated
3232,b3492,R,,y-ome
3233,b3499,J,,well-annotated
3234,b3508,S,,y-ome
3235,b3511,S,,y-ome
3236,b3518,O,,well-annotated
3237,b3522,S,,y-ome
3238,b3886,S,,y-ome
3239,b3528,C,,well-annotated
3240,b4077,C,,well-annotated
3241,b3531,G,,well-annotated
3242,b3548,R,,y-ome
3243,b3549,L,,well-annotated
3244,b3559,J,,well-annotated
3245,b3560,J,True,well-annotated
3246,b3561,M,,well-annotated
3247,b3562,S,,y-ome
3248,b3563,S,,y-ome
3249,b3565,G,,well-annotated
3250,b3566,G,,well-annotated
3251,b3568,G,,well-annotated
3252,b3570,R,,y-ome
3253,b3572,E,,well-annotated
3254,b3577,G,,well-annotated
3255,b3578,G,,well-annotated
3256,b3579,G,,well-annotated
3257,b3581,G,,well-annotated
3258,b4196,G,,well-annotated
3259,b3582,G,,y-ome
3260,b4197,G,,well-annotated
3261,b3590,J,,well-annotated
3262,b3591,J,,well-annotated
3263,b3594,R,,y-ome
3264,b3605,C,,well-annotated
3265,b3606,J,,well-annotated
3266,b3608,C,True,well-annotated
3267,b3609,U,,well-annotated
3268,b3612,G,,well-annotated
3269,b3614,G,,y-ome
3270,b3620,M,,well-annotated
3271,b3621,M,,well-annotated
3272,b3623,M,True,well-annotated
3273,b3632,M,,well-annotated
3274,b3622,M,,well-annotated
3275,b3625,J,,well-annotated
3276,b3626,M,,well-annotated
3277,b3627,M,,well-annotated
3278,b3633,M,True,well-annotated
3279,b3634,H,True,well-annotated
3280,b3636,J,,well-annotated
3281,b3637,J,True,well-annotated
3282,b3639,H,True,well-annotated
3283,b3640,F,True,well-annotated
3284,b3642,F,,well-annotated
3285,b3644,S,,y-ome
3286,b3648,F,True,well-annotated
3287,b3649,K,,well-annotated
3288,b3652,L,,well-annotated
3289,b3653,E,,well-annotated
3290,b3656,G,,well-annotated
3291,b3878,G,,well-annotated
3292,b3665,F,,well-annotated
3293,b3668,T,,well-annotated
3294,b3676,S,,y-ome
3295,b3679,R,,y-ome
3296,b3686,O,,well-annotated
3297,b3687,O,,well-annotated
3298,b3693,G,,well-annotated
3299,b3698,S,,y-ome
3300,b3700,L,,well-annotated
3301,b3701,L,True,well-annotated
3302,b3703,J,True,well-annotated
3303,b3704,J,True,well-annotated
3304,b4557,M,,y-ome
3305,b3705,M,True,well-annotated
3306,b3706,J,,well-annotated
3307,b3708,E,,well-annotated
3308,b3717,S,,y-ome
3309,b3720,G,,well-annotated
3310,b4036,G,,well-annotated
3311,b3724,P,,well-annotated
3312,b3725,P,,well-annotated
3313,b3726,P,,well-annotated
3314,b3727,P,,well-annotated
3315,b3728,P,,well-annotated
3316,b3729,M,True,well-annotated
3317,b3730,M,True,well-annotated
3318,b3731,C,,well-annotated
3319,b3732,C,,well-annotated
3320,b3733,C,,well-annotated
3321,b3734,C,,well-annotated
3322,b3735,C,,well-annotated
3323,b3736,C,,well-annotated
3324,b3738,C,,well-annotated
3325,b3739,C,,well-annotated
3326,b3740,J,,well-annotated
3327,b3741,J,,well-annotated
3328,b3744,E,,well-annotated
3329,b3745,S,,well-annotated
3330,b3747,P,,well-annotated
3331,b3748,G,,well-annotated
3332,b3764,S,,y-ome
3333,b3765,O,,y-ome
3334,b3769,C,,well-annotated
3335,b3774,E,,well-annotated
3336,b3783,K,,well-annotated
3337,b3786,M,,well-annotated
3338,b3787,M,,well-annotated
3339,b3794,M,,well-annotated
3340,b3802,S,,y-ome
3341,b3803,S,,y-ome
3342,b3804,H,True,well-annotated
3343,b3805,H,True,well-annotated
3344,b3806,F,,well-annotated
3345,b3807,P,,well-annotated
3346,b4558,S,,y-ome
3347,b3809,E,,well-annotated
3348,b3810,S,,y-ome
3349,b3811,L,,well-annotated
3350,b4482,S,,y-ome
3351,b3819,S,,y-ome
3352,b3821,M,,well-annotated
3353,b3822,L,,well-annotated
3354,b3829,E,,well-annotated
3355,b3830,Q,,y-ome
3356,b3831,F,,well-annotated
3357,b3832,L,,y-ome
3358,b3834,H,True,y-ome
3359,b3835,H,True,y-ome
3360,b3839,U,,well-annotated
3361,b3842,K,,well-annotated
3362,b3982,K,True,well-annotated
3363,b3843,H,True,well-annotated
3364,b3844,H,,well-annotated
3365,b3848,R,,y-ome
3366,b3850,H,True,well-annotated
3367,b3856,H,,well-annotated
3368,b3857,H,,well-annotated
3369,b3858,S,,y-ome
3370,b3859,T,,well-annotated
3371,b3865,D,True,y-ome
3372,b3866,J,,well-annotated
3373,b3871,T,,well-annotated
3374,b3880,G,,well-annotated
3375,b3881,G,,well-annotated
3376,b3887,J,,well-annotated
3377,b3891,C,,y-ome
3378,b3895,C,,well-annotated
3379,b3901,M,,well-annotated
3380,b3903,G,,well-annotated
3381,b3910,S,,y-ome
3382,b3915,P,,well-annotated
3383,b3916,G,,well-annotated
3384,b3917,P,,well-annotated
3385,b3918,I,,well-annotated
3386,b3919,G,,well-annotated
3387,b3926,C,,well-annotated
3388,b3928,D,,well-annotated
3389,b3929,J,,well-annotated
3390,b3930,H,,well-annotated
3391,b3931,O,,well-annotated
3392,b3932,O,,well-annotated
3393,b3935,L,,well-annotated
3394,b3938,K,,well-annotated
3395,b3941,E,,well-annotated
3396,b3942,P,,well-annotated
3397,b3944,S,,y-ome
3398,b3956,C,,well-annotated
3399,b3958,E,,well-annotated
3400,b3960,E,,well-annotated
3401,b3966,H,,well-annotated
3402,b3967,M,True,well-annotated
3403,b3972,M,True,well-annotated
3404,b3973,H,True,well-annotated
3405,b3981,U,True,well-annotated
3406,b3983,J,,well-annotated
3407,b3984,J,,well-annotated
3408,b3985,J,True,well-annotated
3409,b3986,J,True,well-annotated
3410,b3987,K,True,well-annotated
3411,b3988,K,True,well-annotated
3412,b3991,H,,well-annotated
3413,b4407,H,,well-annotated
3414,b3993,H,,well-annotated
3415,b3994,H,,well-annotated
3416,b3995,K,,well-annotated
3417,b3996,F,,well-annotated
3418,b3997,H,,well-annotated
3419,b3998,L,,well-annotated
3420,b3999,S,,y-ome
3421,b4005,F,,well-annotated
3422,b4006,F,,well-annotated
3423,b4013,E,,well-annotated
3424,b4015,C,,well-annotated
3425,b4016,T,,well-annotated
3426,b4019,E,,well-annotated
3427,b4020,P,,y-ome
3428,b4021,E,,well-annotated
3429,b4025,G,,well-annotated
3430,b4030,R,,y-ome
3431,b4032,G,,well-annotated
3432,b4034,G,,well-annotated
3433,b4039,H,,well-annotated
3434,b4040,H,True,well-annotated
3435,b4041,I,True,well-annotated
3436,b4042,I,,well-annotated
3437,b4045,S,,y-ome
3438,b4052,L,True,well-annotated
3439,b4055,P,,well-annotated
3440,b4056,H,,y-ome
3441,b4058,L,,well-annotated
3442,b4059,L,True,well-annotated
3443,b4065,P,,y-ome
3444,b4066,S,,y-ome
3445,b4067,C,,well-annotated
3446,b4068,S,,y-ome
3447,b4070,P,,well-annotated
3448,b4071,P,,well-annotated
3449,b4073,P,,y-ome
3450,b4083,Q,,well-annotated
3451,b4090,G,,well-annotated
3452,b4092,P,,well-annotated
3453,b4094,G,,well-annotated
3454,b4095,P,,well-annotated
3455,b4096,P,,well-annotated
3456,b4097,P,,y-ome
3457,b4098,P,,well-annotated
3458,b4099,P,,well-annotated
3459,b4100,P,,well-annotated
3460,b4101,P,,well-annotated
3461,b4105,P,,excluded
3462,b4106,P,,well-annotated
3463,b4107,R,,y-ome
3464,b4108,K,,y-ome
3465,b4109,L,,well-annotated
3466,b4121,S,,y-ome
3467,b4123,G,,well-annotated
3468,b4138,G,,well-annotated
3469,b4126,S,,y-ome
3470,b4127,R,,y-ome
3471,b4136,O,,well-annotated
3472,b4137,P,,well-annotated
3473,b4139,E,,well-annotated
3474,b4140,R,,y-ome
3475,b4142,O,True,well-annotated
3476,b4143,O,,well-annotated
3477,b4146,E,,well-annotated
3478,b4410,S,,well-annotated
3479,b4411,S,,well-annotated
3480,b4149,M,,y-ome
3481,b4151,C,,well-annotated
3482,b4152,C,,well-annotated
3483,b4155,J,,well-annotated
3484,b4160,I,True,well-annotated
3485,b4161,J,,well-annotated
3486,b4162,A,True,well-annotated
3487,b4166,J,,well-annotated
3488,b4167,F,,well-annotated
3489,b4168,J,True,well-annotated
3490,b4170,L,,well-annotated
3491,b4171,J,,well-annotated
3492,b4172,T,,well-annotated
3493,b4173,J,,well-annotated
3494,b4176,S,,y-ome
3495,b4177,F,,well-annotated
3496,b4179,K,,well-annotated
3497,b4181,S,,y-ome
3498,b4184,S,,y-ome
3499,b4192,G,,well-annotated
3500,b4193,G,,well-annotated
3501,b4200,J,,well-annotated
3502,b4201,L,,well-annotated
3503,b4202,J,True,well-annotated
3504,b4203,J,,well-annotated
3505,b4206,S,,y-ome
3506,b4209,O,,well-annotated
3507,b4212,K,,y-ome
3508,b4214,P,,well-annotated
3509,b4216,R,,y-ome
3510,b4219,O,,well-annotated
3511,b4220,M,,well-annotated
3512,b4221,U,,well-annotated
3513,b4222,R,,y-ome
3514,b4226,C,True,well-annotated
3515,b4232,G,,well-annotated
3516,b4234,J,,y-ome
3517,b4380,F,,y-ome
3518,b4242,P,,well-annotated
3519,b4244,F,,well-annotated
3520,b4245,F,,well-annotated
3521,b4255,J,,well-annotated
3522,b4257,S,,y-ome
3523,b4258,J,True,well-annotated
3524,b4259,L,,well-annotated
3525,b4261,M,True,well-annotated
3526,b4262,M,True,well-annotated
3527,b4263,L,,y-ome
3528,b4290,P,,well-annotated
3529,b4292,P,,well-annotated
3530,b4303,R,,y-ome
3531,b4304,G,,y-ome
3532,b4306,J,,y-ome
3533,b4566,S,,well-annotated
3534,b4310,M,,well-annotated
3535,b4322,G,,well-annotated
3536,b4326,U,,well-annotated
3537,b4329,S,,y-ome
3538,b4331,J,,well-annotated
3539,b4333,S,,y-ome
3540,b4334,I,,y-ome
3541,b4335,Q,,y-ome
3542,b4336,S,,y-ome
3543,b4341,S,,y-ome
3544,b4345,V,,well-annotated
3545,b4346,V,,well-annotated
3546,b4348,V,,well-annotated
3547,b4349,V,,well-annotated
3548,b4351,V,,well-annotated
3549,b4359,M,,well-annotated
3550,b4363,S,,y-ome
3551,b4364,S,,y-ome
3552,b4367,P,,well-annotated
3553,b4372,L,,well-annotated
3554,b4375,J,,well-annotated
3555,b4377,I,,y-ome
3556,b4381,F,,well-annotated
3557,b4382,F,,well-annotated
3558,b4384,F,,well-annotated
3559,b4386,H,,well-annotated
3560,b4387,S,,y-ome
3561,b4389,O,,well-annotated
3562,b4393,K,,well-annotated
3563,b4394,F,,well-annotated
3564,b4397,T,,y-ome
3565,b4400,V,,y-ome
3566,b0057,,True,y-ome
3567,b0097,,True,well-annotated
3568,b4503,,True,excluded
3569,b1085,,True,y-ome
3570,b1356,,True,y-ome
3571,b1572,,True,y-ome
3572,b1689,,True,y-ome
3573,b2941,,True,y-ome
3574,b3398,,True,y-ome
3575,b3532,,True,well-annotated
3576,b3595,,True,excluded
3577,b3793,,True,well-annotated
3578,b0001,,,well-annotated
3579,b0005,,,y-ome
3580,b0012,,,y-ome
3581,b0013,,,y-ome
3582,b0017,,,excluded
3583,b0018,,,y-ome
3584,b0024,,,y-ome
3585,b0034,,,well-annotated
3586,b0056,,,y-ome
3587,b0075,,,y-ome
3588,b0079,,,excluded
3589,b0100,,,excluded
3590,b0105,,,excluded
3591,b0122,,,y-ome
3592,b0163,,,y-ome
3593,b0165,,,excluded
3594,b0196,,,well-annotated
3595,b0201,,,well-annotated
3596,b0202,,,well-annotated
3597,b0203,,,well-annotated
3598,b0204,,,well-annotated
3599,b0205,,,well-annotated
3600,b0206,,,well-annotated
3601,b0216,,,well-annotated
3602,b0217,,,y-ome
3603,b0218,,,excluded
3604,b0220,,,well-annotated
