,gene_name,synonyms,gene_product,COG,regulator,uniprot,left,right,strand,essential,core_genome,iML1515,oxidizeME,DGF_strain,MS57,pseudogene,y_ome,k_eff,schmidt_prot_med,heckmann_prot_med,proteomics,p1k,p1k_ctrl_log_tpm,p1k_median_log_tpm,p1k_mad_log_tpm,in_iM,median_log_tpm,mad_log_tpm,pct10_log_tpm,pct25_log_tpm,max_log_tpm,min_log_tpm,mean_log_tpm,skew,range_log_tpm,max_to_median,min_to_median,low,in_complex
b4226,ppa,ppa,inorganic pyrophosphatase,Energy production and conversion,"YcjW,YfeC",P0A7A9,4449122,4449652,-,True,False,True,True,True,True,False,False,True,7828.5,6184.0,True,True,11.151464765,10.80815348,0.4360061451082854,True,10.80815348,0.29408211595055,9.8821145776,10.45929781,12.22817467,8.201396535,10.682149897418814,-1.3453271256494628,4.026778134999999,1.42002119,-2.606756944999999,False,False
b4227,ytfQ,ytfQ,galactofuranose ABC transporter periplasmic binding protein,Carbohydrate transport and metabolism,AraC,P39325,4449962,4450918,+,False,False,True,True,True,True,False,False,False,485.0,,True,True,4.1004016515,4.213890027,0.8023030699782,True,4.213890027,0.541146007,3.426071751656165,3.751352673,10.77129683,2.595792059,4.627580911168908,1.5437658744151677,8.175504771,6.557406803000001,-1.6180979679999998,False,True
b4230,ytfT,ytfT,galactofuranose ABC transporter putative membrane subunit YtfT,Carbohydrate transport and metabolism,AraC,P39328,4452571,4453596,+,False,False,True,True,True,True,False,True,False,,,False,True,1.680895813,2.092313594248989,0.6241137248131509,False,2.092313594248989,0.42095894024898883,1.4144299218772245,1.7095257590253605,7.538555590688077,0.469950562,2.297197655205357,1.5113946834840684,7.068605028688077,5.446241996439088,-1.622363032248989,False,True
b4231,yjfF,yjfF,galactofuranose ABC transporter putative membrane subunit YjtF,Carbohydrate transport and metabolism,AraC,P37772,4453583,4454578,+,False,False,True,True,True,True,False,True,False,,,False,True,2.64968076,2.863420237835243,0.6028663285925316,False,2.863420237835243,0.40662776783524324,2.1929191344,2.514639755,7.98566299174433,0.920853767,3.050140533209178,1.2157495926137665,7.06480922474433,5.122242753909086,-1.942566470835243,False,False
b4232,fbp,fbp;fdp,fructose-1%2C6-bisphosphatase 1,Carbohydrate transport and metabolism,,P0A993,4454611,4455609,-,False,False,True,True,True,True,False,False,True,1145.0,1094.0,True,True,8.3585663655,7.817454304882423,0.6286928428879013,True,7.817454304882423,0.4240475130769603,6.817502775931663,7.359039631561118,10.16594899,5.126005568,7.759302410823766,-0.3552211227421957,5.039943422,2.3484946851175774,-2.691448736882423,False,False
b4233,mpl,mpl;yjfG,UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2%2C6-diaminoheptanedioate ligase,Cell wall/membrane/envelope biogenesis,"RpoD,YcjW,RpoS,Crp,Cra",P37773,4455785,4457158,+,False,False,True,True,True,True,False,False,True,248.5,475.0,True,True,7.255190335,7.177252236,0.3466195996242011,False,7.177252236,0.2337917170000008,6.3164555451749465,6.882239241499999,8.357228379,5.059846531040448,7.0610518905163,-1.1506268335586862,3.297381847959552,1.1799761430000002,-2.117405704959552,False,True
b4234,yjgA,yjgA,DUF615 domain-containing protein YjgA,Function unknown,,P0A8X0,4457314,4457865,-,False,False,False,False,True,True,False,True,True,158.0,122.0,True,True,7.500053143000001,7.569894548110822,0.4246881993359038,False,7.569894548110822,0.2864482661108214,7.072007212720051,7.2822543465,9.62818992,6.097501565,7.589691846339058,0.5821410435248071,3.5306883550000006,2.0582953718891783,-1.4723929831108222,False,False
b4235,pmbA,pmbA;tldE,metalloprotease PmbA,Function unknown,,P0AFK0,4457959,4459311,+,False,False,False,False,True,True,False,True,True,892.0,819.0,True,True,6.856431885999999,6.771995977,0.506245558152601,False,6.771995977,0.34145795100000065,6.201537609584989,6.446956214307458,8.681909278,4.866712596,6.803723698217084,0.08906138452891701,3.815196681999999,1.9099133009999987,-1.9052833810000003,False,False
b4237,nrdG,nrdG;yjgE,anaerobic ribonucleoside-triphosphate reductase activating protein,"Post-translational modification, protein turnover,and chaperones","RpoD,NrdR,H-NS,Fnr,Nac",P0A9N8,4459900,4460364,-,False,False,True,True,True,True,False,False,False,,,False,True,3.4426166965,3.775516350527452,1.136946481214024,True,3.775516350527452,0.7668598955982895,2.6591963,3.155766906,8.868431700556947,0.0,4.012443897723004,0.6293184189903098,8.868431700556947,5.092915350029495,-3.775516350527452,False,True
b4238,nrdD,nrdD,anaerobic ribonucleoside-triphosphate reductase,Nucleotide transport and metabolism,"RpoD,NrdR,H-NS,Fnr",P28903,4460522,4462660,-,False,True,True,True,True,True,False,False,False,31.0,,True,True,4.4196158755,5.147616340422616,1.6480844124502636,True,5.147616340422616,1.1116177070351165,3.4259174382000004,4.0408784105,10.038732277881929,2.335600547,5.190129427146766,0.3154490070398807,7.703131730881928,4.891115937459313,-2.8120157934226158,False,True
b4239,treC,treC;olgH,trehalose-6-phosphate hydrolase,Carbohydrate transport and metabolism,"RpoD,YddM,Crp,ArcA,TreR",P28904,4463054,4464709,-,False,False,True,True,True,True,False,False,False,10.5,,True,True,2.6581402285,2.4056080398542417,0.7968292049047185,True,2.4056080398542417,0.5374539355893151,1.5985102072,2.0016493029999998,11.05684752,0.456177844,2.885862539967475,2.7655310242773403,10.600669675999999,8.651239480145758,-1.9494301958542417,False,True
b4240,treB,treB,trehalose-specific PTS enzyme IIBC component,Carbohydrate transport and metabolism,"RpoD,YbiH,Crp,ArcA,TreR",P36672,4464759,4466180,-,False,False,True,True,True,True,False,False,False,22.5,,True,True,2.6663365345,2.91037434,0.7854212895662775,True,2.91037434,0.5297594021086454,2.112916379806696,2.4984242850578546,11.73044019,0.895801292,3.4599180783847823,2.6118106167962583,10.834638898,8.820065849999999,-2.014573048,False,True
b4241,treR,treR,DNA-binding transcriptional repressor TreR,Transcription,"RpoD,YdhB,YqhC,YhjC,YedW,PhoP",P36673,4466299,4467246,-,False,False,False,False,True,True,False,False,False,6.0,,True,True,5.2573175095,4.856728569,0.6199316811043108,True,4.856728569,0.418138190411649,3.7818728904,4.361765133357112,8.63092489,2.6237548082103705,4.772826632021159,0.19809598563441827,6.007170081789629,3.774196320999999,-2.23297376078963,False,True
b4242,mgtA,mgtA;corB;mgt,Mg(2(+)) importing P-type ATPase,Inorganic ion transport and metabolism,"RpoD,YiaU,ppGpp,PhoP",P0ABB8,4467625,4470321,+,False,False,True,True,True,True,False,False,True,67.0,434.0,True,True,4.8228859285,5.261061923,0.974395257112199,True,5.261061923,0.6572205969999994,4.0409006968,4.6193392975,9.062600952,2.582664081,5.3810654446302735,0.6311830947257954,6.4799368710000005,3.8015390290000006,-2.678397842,False,True
b4243,ridA,ridA;yjgF,enamine/imine deaminase%2C redox regulated chaperone,"Translation, ribosomal structure and biogenesis",Lrp,P0AF93,4470527,4470913,-,False,False,False,False,True,True,False,False,False,,,False,True,11.69341016,9.280734882,1.0933649596212018,True,9.280734882,0.7374645620000013,8.0732863522,8.64428212,11.71833592,6.518486734,9.361965950281133,-0.01718556890126516,5.199849186,2.4376010379999986,-2.762248148000001,False,False
b4244,pyrI,pyrI,aspartate carbamoyltransferase%2C PyrI subunit,Nucleotide transport and metabolism,"Lrp,ppGpp,UTP",P0A7F3,4470986,4471447,-,False,False,True,True,True,True,False,False,True,15966.0,1130.0,True,True,11.60986296,7.799123244,2.699142750914397,True,7.799123244,1.820546843999998,4.072297415623527,5.947948640578129,12.95535113,1.255519083191711,7.692524864151125,-0.2235606967028362,11.69983204680829,5.156227886000001,-6.543604160808289,False,False
b4245,pyrB,pyrB,aspartate carbamoyltransferase catalytic subunit,Nucleotide transport and metabolism,"Nac,ppGpp,UTP",P0A786,4471460,4472395,-,False,False,True,True,True,True,False,False,True,8859.0,1707.0,True,True,11.835096245,7.807962403999999,2.865496712271256,True,7.807962403999999,1.932751053737526,3.5639358292,5.716852744806712,12.47805758,0.0,7.530980252323309,-0.3131950095785575,12.47805758,4.670095176000001,-7.807962403999999,False,False
b4246,pyrL,pyrL,pyrBI operon leader peptide,Nucleotide transport and metabolism,"ArgR,Nac,ppGpp,UTP",P0AD83,4472399,4472533,-,False,False,False,False,True,True,False,False,False,,,False,True,8.4451083545,5.294658187751575,1.4405518846626857,True,5.294658187751575,0.9716389347515753,3.6510501788000003,4.3432885285000005,10.290565116818636,0.0,5.440599004918183,0.28812662708182774,10.290565116818636,4.99590692906706,-5.294658187751575,False,False
b4248,yjgH,yjgH,RutC family protein YjgH,"Translation, ribosomal structure and biogenesis","ppGpp,Nac",P39332,4472814,4473209,-,False,False,False,False,True,True,False,True,False,,,False,True,5.7502779835,4.456251055,1.2910079045052,True,4.456251055,0.8707729020000001,2.9222821266,3.56692449,7.067138492575878,1.3809895019999998,4.4217250176646905,-0.10789011401580673,5.686148990575878,2.6108874375758777,-3.0752615530000003,False,False
b4249,bdcA,bdcA;yjgI,c-di-GMP-binding biofilm dispersal mediator protein,Lipid transport and metabolism,"RpoD,NsrR,GlaR",P39333,4473340,4474053,-,False,False,False,False,True,True,False,False,False,,,False,True,2.847142218,2.71487086671824,0.4034032732542183,False,2.71487086671824,0.2720917801525822,2.1340409496584,2.42936015682227,4.34595731,0.522938415,2.7105548464250697,0.006926591102164874,3.823018895,1.63108644328176,-2.19193245171824,False,False
b4251,bdcR,bdcR;yjgJ,putative transcriptional regulator BdcR,Transcription,GlaR,P39334,4474124,4474717,+,False,False,False,False,True,True,False,True,False,,,False,True,4.517512484,4.919677173999999,0.4237624637315991,False,4.919677173999999,0.2858238659999994,4.0596632561810075,4.565153612,6.209928455,2.613080745,4.8274086203289235,-0.7694330661322273,3.59684771,1.2902512810000006,-2.3065964289999994,False,False
b4252,tabA,tabA;yjgK,DUF386 domain-containing toxin-antitoxin biofilm protein TabA,Carbohydrate transport and metabolism,ppGpp,P0AF96,4474862,4475314,+,False,False,False,False,True,True,False,True,True,15627.0,595.0,True,True,6.9180262535,6.987258916,0.8937468757433998,True,6.987258916,0.6028240089999999,6.0529640276,6.4527621085,11.28830393,4.038120777,7.393144041176287,1.1115639624623213,7.250183153,4.301045014,-2.9491381390000004,False,False
b4253,yjgL,yjgL,protein YjgL,No COG annotation,ppGpp,P39336,4475437,4477251,+,False,False,False,False,True,True,False,True,False,,,False,True,2.9647018350000005,3.272418975,1.1886790207117264,True,3.272418975,0.8017530154537478,2.0380921288000002,2.507837091939097,7.314663070374125,0.316245469,3.380087378237922,0.36314136820903004,6.998417601374125,4.042244095374125,-2.956173506,False,False
b4254,argI,argI,ornithine carbamoyltransferase ArgI,Amino acid transport and metabolism,"RpoD,ArgR,ppGpp,DksA",P04391,4477307,4478311,-,False,False,True,True,True,True,False,False,True,370.0,882.0,True,True,8.4255997025,6.93338167,1.3909870310574,True,6.93338167,0.938207899,3.6015096574000003,5.734708118102125,12.09593521,0.443955582,6.45901862635963,-1.0434850958774708,11.651979628000001,5.16255354,-6.489426088,False,False
b4255,rraB,rraB;yjgD,ribonuclease E inhibitor protein B,Function unknown,RpoD,P0AF90,4478473,4478889,+,False,False,False,False,True,True,False,False,False,1922.5,,True,True,9.834881708,9.30520430221624,0.5257016523976045,False,9.30520430221624,0.3545809067837613,8.728186900263932,8.984836479,12.2085343819022,7.637729285,9.426837726726417,0.9936591064995305,4.570805096902201,2.9033300796859614,-1.6674750172162396,False,True
b4256,yjgM,yjgM,putative acetyltransferase YjgM,Transcription,Nac,P39337,4479034,4479537,-,False,False,False,False,True,True,False,True,True,92.0,123.0,True,True,5.9806328735,6.054920052000001,0.7494962517094327,False,6.054920052000001,0.5055282960403567,4.99694226903903,5.467611607878975,7.767351014,3.312418422,5.982952056759689,-0.3739755904555743,4.4549325920000005,1.7124309619999991,-2.742501630000001,False,False
b4257,yjgN,yjgN,conserved inner membrane protein YjgN,Function unknown,Nac,P39338,4479730,4480926,+,False,False,False,False,True,True,False,True,False,,,False,True,1.057081384,1.39013245,0.72190897512212,True,1.39013245,0.48692093290308924,0.5571267758,0.9192510985,6.305237060306553,0.0,1.4822067116246014,1.1246803540164354,6.305237060306553,4.915104610306552,-1.39013245,True,False
b4258,valS,valS,valine--tRNA ligase,"Translation, ribosomal structure and biogenesis","RpoD,YidZ,RpoH",P07118,4480982,4483837,-,True,True,False,True,True,True,False,False,True,1048.0,2108.0,True,True,8.629860794999999,8.386294351,0.4325533462109997,False,8.386294351,0.29175323499999983,7.5765727083606,8.021942056,9.557466794,5.668590185,8.274180392670688,-1.2416271276508273,3.8888766089999995,1.1711724429999997,-2.717704166,False,True
b4259,holC,holC,DNA polymerase III subunit chi,"Replication, recombination and repair",RpoH,P28905,4483837,4484280,-,False,False,False,False,True,True,False,False,False,1.5,,True,True,7.788357553,7.008292237,0.6286409013653999,False,7.008292237,0.42401247899999994,6.038530372760663,6.597997301359154,8.992944414,4.508408362,6.997734392081149,-0.2892303306591727,4.484536052,1.984652177,-2.499883875,False,False
b4260,pepA,pepA;carP;xerB,aminopeptidase A/I,Amino acid transport and metabolism,"RpoD,YeiE,PepA",P68767,4484440,4485951,-,False,False,True,True,True,True,False,False,True,1110.0,1001.0,True,True,8.4885767195,8.117195947,0.415095584433598,False,8.117195947,0.27997813599999866,7.2812428038000006,7.780061896892658,9.546646044,6.105824796,8.029552186831475,-0.8210133631548908,3.440821247999999,1.4294500969999984,-2.0113711510000005,False,True
b4261,lptF,lptF;yjgP,lipopolysaccharide transport system protein LptF,Function unknown,,P0AF98,4486218,4487318,+,True,True,True,True,True,True,False,False,True,83.5,206.0,True,True,5.8286648375,6.379177216,0.7582698929736008,True,6.379177216,0.5114460360000006,5.593526215,5.885182218846481,8.694036327000001,4.57432004711,6.4181261160770235,0.3596281402859464,4.119716279890001,2.3148591110000005,-1.8048571688900008,False,True
b4262,lptG,lptG;yjgQ,lipopolysaccharide transport system protein LptG,Function unknown,,P0ADC6,4487318,4488400,+,True,True,True,True,True,True,False,False,True,90.5,259.0,True,True,6.231759520500001,6.4577022070000005,0.3746659191991811,False,6.4577022070000005,0.2527087003906523,5.9805635848,6.198370396500001,9.143691668,3.925248218,6.457688876919078,-0.015395849527313463,5.2184434500000005,2.685989461,-2.5324539890000004,False,True
b4263,yjgR,yjgR,DUF853 domain-containing protein YjgR,Function unknown,ppGpp,P39342,4488561,4490063,-,False,False,False,False,True,True,False,True,False,190.5,,True,True,5.2365155135000006,5.082323143,0.9004624636685996,False,5.082323143,0.6073536109999997,3.8493342224,4.448020494,8.681876908386263,2.601155319,5.044800358367862,-0.0338000319865618,6.080721589386263,3.599553765386263,-2.481167824,False,False
b4264,idnR,idnR;yjgS,DNA-binding transcriptional dual regulator IdnR,Transcription,"RpoD,GntR,IdnR,Crp",P39343,4490141,4491139,-,False,False,False,False,True,True,False,False,False,,,False,True,5.3422307895,4.863412746,0.6392602359638107,True,4.863412746,0.4311751220584181,3.837173495,4.41504070620228,7.197724054,2.187433142,4.788702714916877,-0.7339549430642607,5.010290912,2.334311308,-2.6759796039999997,False,True
b4265,idnT,idnT;gntW;yjgT,L-idonate/5-ketogluconate/gluconate transporter,Inorganic ion transport and metabolism,"GntR,IdnR,Crp",P39344,4491206,4492525,-,False,False,True,True,True,True,False,False,False,,,False,True,3.3946232195,3.389070474,0.5754233390849998,True,3.389070474,0.38811772499999986,2.4927985366,2.952200128957417,8.729072509,1.1675088809999998,3.3130300131273853,0.6196999524493926,7.561563628,5.3400020349999995,-2.221561593,False,True
b4266,idnO,idnO;yjgU,5-keto-D-gluconate 5-reductase,Lipid transport and metabolism,"GntR,IdnR,Crp",P0A9P9,4492587,4493351,-,False,False,True,True,True,True,False,False,False,,,False,True,2.3692422455,2.5540097852177097,1.1205597232626234,True,2.5540097852177097,0.7558071787822902,1.4631511812,1.980995627,10.80223085,0.0,2.7250256437344724,0.9168002158632006,10.80223085,8.24822106478229,-2.5540097852177097,False,True
b4267,idnD,idnD;yjgV,L-idonate 5-dehydrogenase,Amino acid transport and metabolism,"GntR,IdnR,Crp,GlaR",P39346,4493375,4494406,-,False,False,True,True,True,True,False,False,False,,,False,True,2.175403818,2.1853463672281808,1.297377093656901,True,2.1853463672281808,0.8750688612281807,1.0756531848,1.5705692231526687,11.17217577,0.0,2.5331756908308853,0.8956941372493568,11.17217577,8.98682940277182,-2.1853463672281808,False,True
b4268,idnK,idnK;gntV,D-gluconate kinase%2C thermosensitive,Nucleotide transport and metabolism,"RpoD,GntR,IdnR,Crp,GlaR",P39208,4494623,4495186,+,False,False,True,True,True,True,False,False,False,,,False,True,2.574838192,2.44918911498761,0.9284285191298308,True,2.44918911498761,0.6262164569876101,1.2822537002,1.8633122355,9.001324485,0.0,2.499087976243215,0.6640625837442419,9.001324485,6.552135370012389,-2.44918911498761,False,False
b4269,ahr,ahr;yjgB,aldehyde reductase%2C NADPH-dependent,Energy production and conversion,,P27250,4495190,4496209,-,False,False,True,False,True,True,False,False,False,,,False,True,5.631333478499999,4.999253777,1.3482961570973997,True,4.999253777,0.9094132989999997,2.787361916219901,4.006229508500001,8.246973556,0.628911686,4.886084603482165,-0.26712366214362504,7.61806187,3.2477197790000005,-4.3703420909999995,False,False
b4271,intB,intB,KpLE2 phage-like element%3B putative integrase,"Replication, recombination and repair",,,4496750,4497940,+,False,False,False,False,False,False,True,False,False,,,False,True,5.089430851,5.267291038,0.5910131212314012,False,5.28541498,0.3829625590000001,,,7.717814645455875,3.2358716515785484,5.326089803997316,0.5465983253601816,4.481942993877327,2.4323996654558755,-2.0495433284214513,False,False
b4272,insC-6,insC6,KpLE2 phage-like element%3B IS2 insertion element repressor InsA,"Replication, recombination and repair",,P0CF40,4498272,4498637,+,False,False,False,False,False,False,False,False,False,,,False,True,1.8211677265,1.951698681,1.265409855453272,True,2.012918922,0.8329025109999999,,,8.486754713,0.0,2.0224709418476996,0.8638472783861374,8.486754713,6.473835791,-2.012918922,False,True
b4273,insD-6,insD6,KpLE2 phage-like element%3B IS2 insertion element protein InsB,"Replication, recombination and repair",,P0CF53,4498595,4499500,+,False,False,False,False,False,False,False,False,False,,,False,True,1.700092826,1.192617858,0.6263664491532,True,1.210609604,0.41617834900000006,,,7.421264239,0.0,1.316560935308738,2.0583174581871093,7.421264239,6.210654635,-1.210609604,True,True
b4277,yjgZ,yjgZ,KpLE2 phage-like element%3B uncharacterized protein YjgZ,Function unknown,,P39351,4501260,4501589,+,False,False,False,False,False,False,False,True,False,,,False,True,1.0071068975,0.650990046,0.888851873175,False,0.6711326009999999,0.5457426930000001,,,5.268215488,0.0,0.8143610357013079,1.6079997784936977,5.268215488,4.597082887,-0.6711326009999999,True,False
b4278,insG,insG,KpLE2 phage-like element%3B IS4 putative transposase,"Replication, recombination and repair",,P03835,4502103,4503431,-,False,False,False,False,False,False,False,False,False,,,False,True,4.626739747,4.348685628999998,0.5287528598268023,False,4.368134744,0.3328773759999999,,,6.53238499,2.310549214,4.285042810903784,-0.3438747873849523,4.221835776,2.164250246,-2.05758553,False,False
b4279,yjhB,yjhB,putative sialic acid transporter,Inorganic ion transport and metabolism,"RpoH,NanR,NanR,RpoH",P39352,4504058,4505275,+,False,False,False,False,False,False,False,True,False,,,False,True,3.004206825,3.3614464212066766,0.9678305515999814,True,3.379770491943192,0.6354077650568075,,,9.700356327268768,0.700055185,3.512567931645917,1.0520626698355369,9.000301142268768,6.320585835325575,-2.679715306943192,False,True
b4280,yjhC,yjhC,KpLE2 phage-like element%3B putative oxidoreductase YjhC,Function unknown,"RpoD,RpoH,NanR,NanR,RpoH,RpoD",P39353,4505287,4506405,+,False,False,False,False,False,False,False,True,False,,,False,True,4.1062469515,4.331837554,0.9041082054641592,True,4.346472682,0.5938875550000002,,,10.482340189305894,1.4190299675816305,4.483088589005055,1.1985446275563973,9.063310221724263,6.135867507305894,-2.9274427144183695,False,True
b4281,yjhD,yjhD,KpLE2 phage-like element%3B surface adhesin E-like protein,Function unknown,,,4506626,4506856,-,False,False,False,False,False,False,True,False,False,,,False,True,3.5796252645,3.703508452,0.9313441587954,True,3.734111402,0.598956973,,,7.142250524240278,0.0,3.7393203230885863,-0.2950402581966267,7.142250524240278,3.4081391222402777,-3.734111402,False,False
b4282,yjhE,yjhE,KpLE2 phage-like element%3B putative membrane protein (pseudogene),Carbohydrate transport and metabolism,,,4506861,4507109,+,False,False,False,False,False,False,True,False,False,,,False,True,2.4761545490000003,1.981468799,1.0093421257962,False,2.007914047,0.6591604710000003,,,4.6873377110000005,0.0,1.9716544946262846,-0.193157801833895,4.6873377110000005,2.6794236640000006,-2.007914047,False,False
b4284,insI-3,insI4,KpLE2 phage-like element%3B IS30 transposase,"Replication, recombination and repair",,P0CF89,4507466,4508617,-,False,False,False,False,False,False,False,False,False,,,False,True,6.128223322,5.97135952930266,0.4988418337469234,True,5.985110255506092,0.32172428350609206,,,8.120303263,0.0,5.918015837126598,-3.5252127027468965,8.120303263,2.135193007493908,-5.985110255506092,False,False
b4286,yjhV,yjhV,KpLE2 phage-like element%3B putative uncharacterized protein YjhV,Function unknown,YdhB,,4509804,4510133,+,False,False,False,False,True,False,True,False,False,,,False,True,1.205737191,1.801372515,0.6795901078848001,True,1.801372515,0.4583772480000001,0.853311526094253,1.355581038,3.941450971,0.0,1.7644263047665194,-0.33726741560678564,3.941450971,2.1400784560000004,-1.801372515,True,False
b4287,fecE,fecE,ferric citrate ABC transporter ATP binding subunit,Inorganic ion transport and metabolism,"PdhR,HypT,Nac,Crp,Fur,FecI",P15031,4510690,4511457,-,False,False,True,True,True,False,False,False,False,,,False,True,4.1705071855,3.830312716,0.6987451293858002,True,3.830312716,0.4712971330000002,2.8695837997228613,3.3694048765,7.215337727,0.0,3.860478081230163,-0.04961256473109554,7.215337727,3.3850250109999998,-3.830312716,False,True
b4288,fecD,fecD,ferric citrate ABC transporter membrane subunit FecD,Inorganic ion transport and metabolism,"PdhR,HypT,Nac,Crp,Fur,FecI",P15029,4511458,4512414,-,False,False,True,True,True,False,False,False,False,,,False,True,3.435146919,2.577278124,0.7250190845897998,True,2.577278124,0.4890186729999999,1.5376087702362589,2.0972639025,6.34917916,0.0,2.628855000212225,0.5659875711357057,6.34917916,3.7719010360000005,-2.577278124,False,True
b4289,fecC,fecC,ferric citrate ABC transporter membrane subunit FecC,Inorganic ion transport and metabolism,"PdhR,HypT,Nac,Crp,Fur,FecI",P15030,4512411,4513409,-,False,False,True,True,True,False,False,False,False,,,False,True,2.7289466995,2.397482844,0.8081878222067997,True,2.397482844,0.5451152179999998,1.3153597725483146,1.8421180224704887,6.493683825,0.0,2.4423736430510963,0.7892242287163812,6.493683825,4.096200981,-2.397482844,False,True
b4290,fecB,fecB,ferric citrate ABC transporter periplasmic binding protein,Inorganic ion transport and metabolism,"PdhR,HypT,Nac,Crp,Fur,FecI",P15028,4513406,4514308,-,False,False,True,True,True,False,False,False,False,,,False,True,4.488454869,3.800164367,0.8571275097209997,True,3.800164367,0.5781245849999999,2.8189001298,3.247415428927965,8.089210695,0.0,3.944178231946684,0.6388094976846167,8.089210695,4.289046328,-3.800164367,False,True
b4291,fecA,fecA,ferric citrate outer membrane transporter,Inorganic ion transport and metabolism,"PdhR,omrA,omrB,YfeD,HypT,Nac,Crp,Fur,FecI",P13036,4514353,4516677,-,False,False,True,True,True,False,False,False,False,3.5,,True,True,4.1294251965,3.606226361,1.0355630201005748,True,3.606226361,0.6984776879135133,2.4146201439363186,2.9922372315,9.094991345,0.0,3.836430438598662,0.8795337564048887,9.094991345,5.488764984,-3.606226361,False,True
b4292,fecR,fecR,regulator for fec operon%2C periplasmic,Inorganic ion transport and metabolism,"RpoD,SlyA,Fur",P23485,4516764,4517717,-,False,False,False,False,True,False,False,False,False,,,False,True,5.7177316715,4.883469118,1.4239203436163996,True,4.883469118,0.9604211139999999,2.98240089331848,3.9498356895,9.28184341,0.0,4.931643376083841,-0.04870181848369267,9.28184341,4.398374292000001,-4.883469118,False,True
b4293,fecI,fecI,RNA polymerase sigma factor FecI,Transcription,"RpoD,SlyA,Fur",P23484,4517714,4518235,-,False,False,False,True,True,False,False,False,False,,,False,True,6.967691671000001,5.993212772000001,1.421830874059189,True,5.993212772000001,0.9590117860914535,4.0932912544,5.202421431953342,10.450891618109855,0.0,6.103405757038378,-0.34206247726760686,10.450891618109855,4.457678846109855,-5.993212772000001,False,True
b4294,insA-7,insA7,KpLE2 phage-like element%3B IS1 repressor protein InsA,"Replication, recombination and repair",ppGpp,P19767,4518527,4518802,+,False,False,False,False,False,False,False,False,False,,,False,True,4.944500489999999,5.547498602488427,0.6547033676613213,True,5.563086299,0.42143289100000025,,,7.253420305266688,0.0,5.471552346851199,-3.078858978149985,7.253420305266688,1.6903340062666876,-5.563086299,False,False
b4295,yjhU,yjhU,KpLE2 phage-like element%3B putative DNA-binding transcriptional regulator YjhU,Transcription,"YciT,YdcN",P39356,4519338,4520324,-,False,False,False,False,False,False,False,True,True,12.0,186.0,True,True,6.911611285999999,6.819906382999999,0.3447332980224018,True,6.826440482000001,0.2248036019999997,,,8.243164628999999,0.0,6.666607623688819,-5.543891005469157,8.243164628999999,1.4167241469999983,-6.826440482000001,False,False
b4296,yjhF,yjhF,KpLE2 phage-like element%3B putative transporter YjhF,Inorganic ion transport and metabolism,"YdcR,YfeD",P39357,4520671,4522020,-,False,False,False,False,False,False,False,True,False,,,False,True,1.5011763035,1.703923792,0.6232778182554001,True,1.733192602,0.4086291149999999,,,4.352799711,0.0,1.7857302994601714,0.40603538893315344,4.352799711,2.6196071090000004,-1.733192602,True,False
b4297,yjhG,yjhG,KpLE2 phage-like element%3B D-xylonate dehydratase,Amino acid transport and metabolism,"RpoH,Crp",P39358,4522127,4524094,-,False,False,True,False,False,False,False,False,False,,,False,True,2.7360833755,3.163903098,0.6300816208805997,True,3.191199634,0.4190785619999997,,,5.872068369,0.0,3.226310364151161,-0.24300298744359264,5.872068369,2.680868735,-3.191199634,False,True
b4298,yjhH,yjhH,KpLE2 phage-like element%3B putative 2-dehydro-3-deoxy-D-pentonate aldolase,Amino acid transport and metabolism,"YjhI,RpoH,Crp",P39359,4524105,4525010,-,False,False,True,False,False,False,False,True,False,,,False,True,1.5043331095,2.3703910554923384,0.7882009160810591,True,2.393852069,0.5155279659999998,,,6.080315224,0.0,2.528329844350562,0.6882215870890628,6.080315224,3.6864631549999998,-2.393852069,False,True
b4299,yjhI,yjhI,KpLE2 phage-like element%3B putative DNA-binding transcriptional regulator YjhI,Transcription,"RpoH,ppGpp,Crp,Nac",P39360,4525015,4525803,-,False,False,False,False,False,False,False,True,False,,,False,True,1.400250578,1.589790517,0.844233054493171,True,1.6104570269999998,0.5533316440201652,,,6.3750714844818575,0.0,1.92624045864199,1.1213989498071852,6.3750714844818575,4.764614457481858,-1.6104570269999998,True,True
b4300,sgcR,sgcR;yjhJ,KpLE2 phage-like element%3B putative DNA-binding transcriptional regulator SgcR,Transcription,"Crp,SlyA",P39361,4526106,4526888,-,False,False,False,False,False,False,False,True,False,,,False,True,3.2900125925,3.284464836,0.5480217909683996,True,3.302458857,0.35920330200000006,,,5.894891782623128,0.0,3.2607011839689304,-0.799131021598233,5.894891782623128,2.5924329256231284,-3.302458857,False,True
b4301,sgcE,sgcE;yjhK,KpLE2 phage-like element%3B putative epimerase SgcE,Carbohydrate transport and metabolism,"Crp,SlyA",P39362,4526905,4527537,-,False,False,False,True,False,False,False,True,False,,,False,True,3.2785933160000003,3.121093466,0.7796785272611997,True,3.146600095,0.5129131629999999,,,7.247672084470007,0.0,3.144417343522451,0.09753781539304959,7.247672084470007,4.1010719894700065,-3.146600095,False,True
