BNUM,GENE_NAME
b1978,yeeJ
b1978,ECK1974
b1978,G7064
b4497,yeeL
b4497,b1979
b4497,G7066
b4497,ECK1975
b4497,b1980
b4497,yeeK
b1981,shiA
b1981,yeeM
b1981,ECK1976
b1981,G7067
b1983,yeeN
b1983,ECK1978
b1983,G7068
b1984,asnW
b1984,G7069
b1984,ECK1979
b1985,yeeO
b1985,G7070
b1985,ECK1980
b1987,cbl
b1987,G7071
b1987,ECK1982
b1988,nac
b1988,G7072
b1988,ECK1983
b1990,ldtA
b1990,yeeG
b1990,erfK
b1990,ECK1985
b1990,G7073
b1990,yzzT
b1994,insH6
b1994,G7074
b1994,ECK0261
b1994,trs5-6
b1994,yi52_6
b4582,yoeA
b4582,G7075
b4582,ECK1990
b4582,b1998
b4582,b1995
b4582,yoeE
b4582,ECK1989
b1996,insD3
b1996,G7076
b1996,ECK0358
b1996,yi22-3
b1997,insC3
b1997,yi21-3
b1997,G7077
b1997,ECK0357
b1999,yeeP
b1999,ECK1991
b1999,G7079
b2000,flu
b2000,G7080
b2000,ECK1993
b2000,agn
b2000,yeeQ
b2000,agn43
b2000,yzzX
b2001,yeeR
b2001,ECK1994
b2001,G7081
b2002,yeeS
b2002,G7082
b2002,ECK1995
b2003,yeeT
b2003,G7083
b2003,ECK1996
b2004,cbeA
b2004,G7084
b2004,ECK1997
b2004,yeeU
b2005,cbtA
b2005,G7085
b2005,ECK1998
b2005,yeeV
b2006,yeeW
b2006,ECK1999
b2006,G7086
b2007,tmaR
b2007,ECK2001
b2007,G7087
b2007,yeeX
b2015,yeeY
b2015,ECK2009
b2015,G7088
b2016,yeeZ
b2016,G7089
b2016,ECK2010
b2027,wzzB
b2027,ECK2022
b2027,cld
b2027,G7090
b2027,rol
b2027,wzz
b2028,ugd
b2028,G7091
b2028,ECK2023
b2028,UDG8
b2028,udg
b2028,yefA
b2028,pmrE
b2030,insH7
b2030,ECK0261
b2030,G7092
b2030,trs5-7
b2030,yi52_7
b2042,galF
b2042,G7093
b2042,yefG
b2042,wcaN
b2042,ECK2036
b2043,wcaM
b2043,ECK2037
b2043,yefK
b2043,G7094
b2044,wcaL
b2044,G7095
b2044,ECK2038
b2044,yefL
b2045,wcaK
b2045,ECK2039
b2045,G7096
b2046,wzxC
b2046,ECK2040
b2046,G7097
b2046,wzx
b2047,wcaJ
b2047,G7098
b2047,ECK2041
b2054,wcaF
b2054,ECK2048
b2054,G7099
b2055,wcaE
b2055,G7100
b2055,ECK2049
b2056,wcaD
b2056,G7101
b2056,ECK2050
b2057,wcaC
b2057,G7102
b2057,ECK2051
b2058,wcaB
b2058,ECK2052
b2058,G7103
b2059,wcaA
b2059,ECK2053
b2059,G7104
b2060,wzc
b2060,G7105
b2060,ECK2054
b2061,wzb
b2061,G7106
b2061,ECK2055
b2062,wza
b2062,ECK2056
b2062,G7107
b2063,yegH
b2063,G7108
b2063,ECK2057
b2070,yegI
b2070,G7109
b2070,ECK2064
b2071,yegJ
b2071,ECK2065
b2071,G7110
b2072,pphC
b2072,G7111
b2072,yegK
b2072,ECK2066
b2073,yegL
b2073,ECK2067
b2073,G7112
b2074,mdtA
b2074,ECK2070
b2074,yegM
b2074,G7113
b2075,mdtB
b2075,yegN
b2075,ECK2071
b2075,G7114
b2076,mdtC
b2076,G7115
b2076,ECK2072
b2076,yegO
b2080,yegP
b2080,ECK2076
b2080,G7117
b2081,trhP
b2081,yegQ
b2081,ECK2077
b2081,G7118
b2082,ogrK
b2082,G7119
b2082,ECK2079
b2083,yegZ
b2083,ECK2080
b2083,G7120
b2084,G7121
b2085,yegR
b2085,ECK2081
b2085,G7122
b2086,yegS
b2086,ECK2082
b2086,G7123
b2088,insE5
b2088,ECK0298
b2088,G7125
b2089,insF5
b2089,tra5-4
b2089,ECK0299
b2089,G7126
b2095,gatZ
b2095,G7128
b2095,ECK2088
b2097,fbaB
b2097,ECK2090
b2097,G7129
b2097,dhnA
b2098,yegT
b2098,G7130
b2098,ECK2091
b2099,yegU
b2099,G7131
b2099,ECK2092
b2100,yegV
b2100,G7132
b2100,ECK2093
b2101,yegW
b2101,G7133
b2101,ECK2094
b2102,yegX
b2102,ECK2095
b2102,G7134
b2103,thiD
b2103,G7135
b2103,thiJ
b2103,ECK2096
b2103,thiN
b2103,thiA
b2105,rcnR
b2105,yohL
b2105,ECK2098
b2105,G7137
b2106,rcnA
b2106,G7138
b2106,ECK2099
b2106,yohM
b2107,rcnB
b2107,G7139
b2107,ECK2100
b2107,yohN
b2145,yeiS
b2145,ECK2138
b2145,G7144
b2146,preT
b2146,yeiT
b2146,ECK2139
b2146,G7145
b2174,lpxT
b2174,G7146
b2174,yeiU
b2174,ECK2168
b2175,mepS
b2175,yeiV
b2175,G7147
b2175,ECK2169
b2175,spr
b2176,pdeN
b2176,G7148
b2176,ECK2170
b2176,rtn
b2191,G7149
b2192,insH8
b2192,G7150
b2192,ECK0261
b2192,yi52_8
b2192,trs5-8
b2225,yfaP
b2225,ECK2218
b2225,G7152
b2226,yfaQ
b2226,ECK2219
b2226,G7153
b2227,yfaS
b2227,yfaR
b2227,b4500
b2227,ECK2220
b2227,G7155
b2227,b2228
b2229,yfaT
b2229,ECK2221
b2229,G7156
b2245,yfaU
b2245,G7158
b2245,ECK2238
b2246,yfaV
b2246,G7159
b2246,ECK2239
b2247,rhmD
b2247,G7160
b2247,yfaW
b2247,ECK2240
b2248,yfaX
b2248,G7161
b2248,ECK2241
b2249,yfaY
b2249,G7162
b2249,ECK2242
b2250,yfaZ
b2250,ECK2243
b2250,G7163
b2251,nudI
b2251,ECK2244
b2251,G7164
b2251,yfaO
b2252,ais
b2252,pmrG
b2252,pagH
b2252,ECK2245
b2252,G7165
b2253,arnB
b2253,G7166
b2253,ECK2246
b2253,pmrH
b2253,yfbE
b2254,arnC
b2254,ECK2247
b2254,G7167
b2254,pmrF
b2254,yfbF
b2255,arnA
b2255,ECK2248
b2255,G7168
b2255,yfbG
b2255,SAF
b2255,pmrI
b2256,arnD
b2256,G7169
b2256,ECK2249
b2256,yfbH
b2256,pmrJ
b2257,arnT
b2257,yfbI
b2257,pmrK
b2257,G7170
b2257,ECK2250
b2258,arnF
b2258,G7171
b2258,ECK2252
b2258,yfbJ
b2259,pmrD
b2259,ECK2253
b2259,G7172
b2266,elaB
b2266,ECK2260
b2266,yfbD
b2266,G7173
b2267,elaA
b2267,G7174
b2267,yfbC
b2267,ECK2261
b2268,rbn
b2268,zipD
b2268,ECK2262
b2268,elaC
b2268,rnz
b2268,ecoZ
b2268,G7175
b2269,elaD
b2269,G7176
b2269,ECK2263
b2270,yfbK
b2270,ECK2264
b2270,G7177
b2271,yfbL
b2271,G7178
b2271,ECK2265
b2272,yfbM
b2272,G7179
b2272,ECK2266
b2273,yfbN
b2273,ECK2267
b2273,G7180
b2274,yfbO
b2274,ECK2268
b2274,G7181
b2275,yfbP
b2275,G7182
b2275,ECK2269
b2290,alaA
b2290,yfbQ
b2290,ECK2284
b2290,G7184
b2291,yfbR
b2291,G7185
b2291,ECK2285
b2292,yfbS
b2292,ECK2286
b2292,G7186
b2293,hxpA
b2293,G7187
b2293,ECK2287
b2293,yfbT
b2294,yfbU
b2294,G7188
b2294,ECK2288
b2295,yfbV
b2295,ECK2289
b2295,G7189
b2298,yfcC
b2298,G7190
b2298,ECK2292
b2299,yfcD
b2299,G7191
b2299,ECK2293
b2300,yfcE
b2300,ECK2294
b2300,G7192
b2301,yfcF
b2301,ECK2295
b2301,G7193
b2302,yfcG
b2302,G7194
b2302,ECK2296
b2303,folX
b2303,ECK2297
b2303,G7195
b2304,yfcH
b2304,G7196
b2304,ECK2298
b2305,rpnB
b2305,G7197
b2305,ECK2299
b2305,yfcI
b2322,yfcJ
b2322,ECK2316
b2322,G7198
b2324,mnmC
b2324,yfcK
b2324,G7199
b2324,trmC
b2324,ECK2318
b2325,yfcL
b2325,ECK2319
b2325,G7200
b2326,epmC
b2326,yfcM
b2326,ECK2320
b2326,G7201
b2331,smrB
b2331,G7202
b2331,ECK2325
b2331,yfcN
b2332,yfcO
b2332,G7203
b2332,ECK2326
b2333,yfcP
b2333,ECK2327
b2333,G7204
b2334,yfcQ
b2334,ECK2328
b2334,G7205
b2335,yfcR
b2335,G7206
b2335,ECK2329
b2336,yfcS
b2336,G7207
b2336,ECK2330
b2338,yfcU
b2338,G7209
b2338,ECK2332
b2338,b4661
b2338,b2337
b2338,yfcT
b2338,ECK2331
b2339,yfcV
b2339,G7210
b2339,ECK2333
b2340,sixA
b2340,G7211
b2340,ECK2334
b2340,yfcW
b2341,fadJ
b2341,G7212
b2341,ECK2335
b2341,yfcX
b2342,fadI
b2342,yfcY
b2342,ECK2336
b2342,G7213
b2343,yfcZ
b2343,G7214
b2343,ECK2337
b2345,yfdF
b2345,G7215
b2345,ECK2339
b2346,mlaA
b2346,ECK2340
b2346,G7216
b2346,vacJ
b2347,yfdC
b2347,ECK2341
b2347,G7217
b2349,intS
b2349,G7218
b2349,ECK2343
b2349,yfdB
b2349,intC
b2350,yfdG
b2350,ECK2344
b2350,G7219
b2350,gtrA
b2351,yfdH
b2351,gtrB
b2351,ECK2345
b2351,G7220
b2352,yfdI
b2352,gtrIV
b2352,gtrS
b2352,ECK2346
b2352,G7221
b2353,tfaS
b2353,yfdJ
b2353,ECK2347
b2353,G7222
b2354,yfdK
b2354,ECK2348
b2354,G7223
b2355,yfdL
b2355,ECK2349
b2355,G7224
b2356,yfdM
b2356,G7225
b2356,ECK2350
b2356,yzyB
b2357,yfdN
b2357,yzyA
b2357,ECK2351
b2357,G7226
b2358,yfdO
b2358,G7227
b2358,ECK2352
b2358,oweS
b2359,yfdP
b2359,G7228
b2359,ECK2353
b2360,yfdQ
b2360,ECK2354
b2360,G7229
b2361,yfdR
b2361,G7230
b2361,ECK2355
b2362,yfdS
b2362,ECK2356
b2362,G7231
b2363,yfdT
b2363,ECK2357
b2363,G7232
b2368,emrK
b2368,ECK2364
b2368,G7233
b2371,yfdE
b2371,ECK2367
b2371,G7234
b2372,yfdV
b2372,ECK2368
b2372,G7235
b2373,oxc
b2373,G7236
b2373,ECK2369
b2373,yfdU
b2374,frc
b2374,G7237
b2374,ECK2370
b2374,yfdW
b2375,yfdX
b2375,G7238
b2375,ECK2371
b2376,ypdI
b2376,ECK2372
b2376,G7239
b2377,yfdY
b2377,ECK2373
b2377,G7240
b2378,lpxP
b2378,ECK2374
b2378,G7241
b2378,ddg
b2379,alaC
b2379,yfdZ
b2379,ECK2375
b2379,G7242
b2380,pyrS
b2380,ypdA
b2380,ECK2376
b2380,G7243
b2381,pyrR
b2381,ypdB
b2381,ECK2377
b2381,G7244
b2382,ypdC
b2382,ECK2378
b2382,G7245
b2383,fryA
b2383,G7246
b2383,ECK2379
b2383,ypdD
b2384,ypdE
b2384,ECK2380
b2384,G7247
b2385,ypdF
b2385,ECK2381
b2385,G7248
b2386,fryC
b2386,ypdG
b2386,G7249
b2386,ECK2382
b2387,fryB
b2387,ypdH
b2387,ECK2383
b2387,G7250
b2389,yfeO
b2389,G7251
b2389,ECK2385
b2390,ypeC
b2390,G7252
b2390,ECK2386
b2392,mntH
b2392,ECK2387
b2392,mntA
b2392,G7254
b2392,yfeP
b2394,insL3
b2394,yi81-3
b2394,G7255
b2394,ECK0016
b2408,yfeN
b2408,G7256
b2408,ECK2402
b2409,yfeR
b2409,ECK2403
b2409,G7257
b2412,zipA
b2412,ECK2407
b2412,G7258
b2418,pdxK
b2418,pdxL
b2418,yfeI
b2418,thiJ
b2418,ECK2413
b2418,G7259
b2419,yfeK
b2419,ECK2414
b2419,G7260
b2420,yfeS
b2420,ECK2415
b2420,G7261
b2427,murR
b2427,ECK2422
b2427,G7262
b2427,yfeT
b2428,murQ
b2428,ECK2423
b2428,G7263
b2428,yfeU
b2429,murP
b2429,yfeV
b2429,ECK2424
b2429,G7264
b2430,yfeW
b2430,ECK2425
b2430,G7265
b2431,yfeX
b2431,G7266
b2431,ECK2426
b2432,yfeY
b2432,ECK2427
b2432,G7267
b2433,yfeZ
b2433,G7268
b2433,ECK2428
b2434,ypeA
b2434,ECK2429
b2434,G7269
b2438,eutK
b2438,ECK2433
b2438,yffI
b2438,G7270
b2439,eutL
b2439,yffJ
b2439,G7271
b2439,ECK2434
b2442,intZ
b2442,G7272
b2442,ECK2437
b2443,yffL
b2443,G7273
b2443,ECK2438
b2444,yffM
b2444,G7274
b2444,ECK2439
b2445,yffN
b2445,G7275
b2445,ECK2440
b2446,yffO
b2446,G7276
b2446,ECK2441
b2447,yffP
b2447,ECK2442
b2447,G7277
b2448,yffQ
b2448,G7278
b2448,ECK2443
b2449,yffR
b2449,ECK2444
b2449,G7279
b2450,yffS
b2450,ECK2445
b2450,G7280
b2451,eutA
b2451,yffT
b2451,ECK2446
b2451,G7281
b2452,eutH
b2452,G7282
b2452,yffU
b2452,ECK2447
b2453,eutG
b2453,ECK2448
b2453,G7283
b2453,yffV
b2454,eutJ
b2454,G7284
b2454,yffW
b2454,ECK2449
b2455,eutE
b2455,G7285
b2455,yffX
b2455,ECK2450
b2456,eutN
b2456,cchB
b2456,yffY
b2456,G7286
b2456,ECK2451
b2457,eutM
b2457,G7287
b2457,ECK2452
b2457,cchA
b2457,yffZ
b2458,eutD
b2458,eutI
b2458,ECK2453
b2458,ypfA
b2458,G7288
b2459,eutT
b2459,ypfB
b2459,ECK2454
b2459,G7289
b2460,eutQ
b2460,ypfC
b2460,ECK2455
b2460,G7290
b2461,eutP
b2461,ypfD
b2461,G7291
b2461,ECK2456
b2462,eutS
b2462,ypfE
b2462,G7292
b2462,ECK2457
b2463,maeB
b2463,ECK2458
b2463,ypfF
b2463,G7293
b2466,ypfG
b2466,G7295
b2466,ECK2461
b2473,ypfH
b2473,ECK2469
b2473,G7296
b2474,tmcA
b2474,ypfI
b2474,G7297
b2474,ECK2470
b2475,ypfJ
b2475,ECK2471
b2475,G7298
b2483,hyfC
b2483,ECK2479
b2483,G7300
b2484,hyfD
b2484,G7301
b2484,ECK2480
b2485,hyfE
b2485,G7302
b2485,ECK2481
b2486,hyfF
b2486,G7303
b2486,ECK2482
b2487,hyfG
b2487,ECK2483
b2487,G7304
b2488,hyfH
b2488,ECK2484
b2488,G7305
b2489,hyfI
b2489,G7306
b2489,ECK2485
b2490,hyfJ
b2490,G7307
b2490,ECK2486
b2491,hyfR
b2491,G7308
b2491,ECK2487
b2492,focB
b2492,ECK2488
b2492,G7309
b2493,yfgO
b2493,G7310
b2493,perM
b2493,ECK2489
b2494,bepA
b2494,G7311
b2494,yfgC
b2494,ECK2490
b2495,yfgD
b2495,ECK2491
b2495,G7312
b2496,hda
b2496,G7313
b2496,idaB
b2496,ECK2492
b2496,yfgE
b2503,pdeF
b2503,G7314
b2503,yfgF
b2503,ECK2499
b2504,yfgG
b2504,G7315
b2504,ECK2500
b2505,yfgH
b2505,ECK2501
b2505,G7316
b2506,yfgI
b2506,ECK2502
b2506,G7317
b2510,yfgJ
b2510,ECK2506
b2510,G7318
b2511,der
b2511,engA
b2511,G7319
b2511,ECK2507
b2511,yfgK
b2512,bamB
b2512,ECK2508
b2512,G7320
b2512,yfgL
b2513,yfgM
b2513,ECK2509
b2513,G7321
b2519,pbpC
b2519,G7322
b2519,ECK2515
b2519,yfgN
b2520,yfhM
b2520,G7323
b2520,ECK2516
b2529,iscU
b2529,G7324
b2529,ECK2526
b2529,yfhN
b2529,nifU
b2530,iscS
b2530,ECK2527
b2530,G7325
b2530,nuvC
b2530,yzzO
b2530,yfhO
b2531,iscR
b2531,ECK2528
b2531,yfhP
b2531,G7326
b2532,trmJ
b2532,yfhQ
b2532,ECK2529
b2532,G7327
b2534,yfhR
b2534,ECK2531
b2534,G7328
b2535,csiE
b2535,G7329
b2535,ECK2532
b2535,csi-16
b2536,hcaT
b2536,G7330
b2536,yfhS
b2536,ECK2533
b2537,hcaR
b2537,ECK2534
b2537,G7331
b2537,phdR
b2537,yfhT
b2540,hcaC
b2540,G7334
b2540,ECK2537
b2540,phdB
b2540,hcaa3
b2540,yfhW
b2541,hcaB
b2541,G7335
b2541,ECK2538
b2541,phdD
b2541,yfhX
b2542,hcaD
b2542,hcaa4
b2542,phdA
b2542,yfhY
b2542,G7336
b2542,ECK2539
b2543,yphA
b2543,ECK2540
b2543,G7337
b2544,yphB
b2544,ECK2541
b2544,G7338
b2545,yphC
b2545,G7339
b2545,ECK2542
b2546,yphD
b2546,G7340
b2546,ECK2543
b2547,yphE
b2547,G7341
b2547,ECK2544
b2548,yphF
b2548,ECK2545
b2548,G7342
b2549,yphG
b2549,ECK2546
b2549,G7343
b2550,yphH
b2550,ECK2547
b2550,G7344
b2556,glrK
b2556,qseE
b2556,yfhZ
b2556,G7345
b2556,ECK2553
b2556,yfhK
b2562,yfhL
b2562,ECK2560
b2562,G7346
b2570,rseC
b2570,G7347
b2570,ECK2568
b2571,rseB
b2571,ECK2569
b2571,G7348
b2583,tapT
b2583,tuaA
b2583,yfiP
b2583,ECK2581
b2583,G7349
b2584,patZ
b2584,yfiQ
b2584,pka
b2584,ECK2582
b2584,G7350
b2595,bamD
b2595,yfiO
b2595,G7352
b2595,ECK2593
b2595,ecfD
b2596,G7353
b2603,yfiR
b2603,ECK2600
b2603,G7354
b2611,ypjD
b2611,G7355
b2611,ECK2608
b2618,yfjF
b2618,G7357
b2618,ratB
b2618,ECK2614
b2619,ratA
b2619,yfjG
b2619,ECK2615
b2619,G7358
b2623,yfjH
b2623,ECK2619
b2623,G7359
b2625,yfjI
b2625,G7360
b2625,ECK2621
b2626,yfjJ
b2626,ECK2622
b2626,G7361
b2627,abpB
b2627,ECK2623
b2627,G7362
b2627,yfjK
b2628,abpA
b2628,G7363
b2628,ECK2624
b2628,yfjL
b2629,yfjM
b2629,ECK2625
b2629,G7364
b2630,rnlA
b2630,yfjN
b2630,G7365
b2630,ECK2626
b2630,std
b2631,rnlB
b2631,yfjO
b2631,G7366
b2631,ECK2627
b2632,yfjP
b2632,ECK2628
b2632,G7367
b2633,yfjQ
b2633,G7368
b2633,ECK2629
b2634,yfjR
b2634,G7369
b2634,ECK2630
b2635,ypjK
b2635,ECK2631
b2635,G7370
b2636,yfjS
b2636,ECK2632
b2636,G7371
b2637,yfjT
b2637,ECK2633
b2637,G7372
b2638,yfjU
b2638,ECK2634
b2638,G7373
b2641,yfjV
b2641,ECK2635
b2641,G7376
b2641,b2639
b2641,b2640
b2641,ECK2636
b2641,ECK2637
b2641,ypjM
b2641,ypjL
b2642,yfjW
b2642,ECK2638
b2642,G7377
b2643,yfjX
b2643,ECK2639
b2643,G7378
b2644,yfjY
b2644,ECK2640
b2644,G7379
b2645,yfjZ
b2645,ECK2642
b2645,G7380
b2646,ypjF
b2646,ECK2643
b2646,G7381
b2647,ypjA
b2647,ECK2644
b2647,G7382
b2648,pinH
b2648,ypjG
b2648,ECK2645
b2648,G7383
b2649,ypjB
b2649,ECK2646
b2649,G7384
b2650,ypjC
b2650,G7385
b2650,ECK2647
b2651,G7386
b2652,ileY
b2652,G7387
b2652,ECK2648
b2653,G7388
b2658,ygaQ
b2658,b4462
b2658,ECK2649
b2658,G7389
b2658,b2657
b2658,b2654
b2658,yqaC
b2658,b2655
b2658,b2656
b2658,ygaR
b2658,G7391
b2658,G7392
b2658,G7393
b2658,yqaD
b2659,glaH
b2659,G7394
b2659,csi-12
b2659,ygaT
b2659,csiD
b2659,ECK2653
b2665,kbp
b2665,ygaU
b2665,yzzM
b2665,ECK2659
b2665,G7395
b2666,yqaE
b2666,G7396
b2666,ECK2660
b2667,ygaV
b2667,G7397
b2667,ECK2661
b2668,ygaP
b2668,ECK2662
b2668,G7398
b2670,alaE
b2670,G7399
b2670,ygaW
b2670,ECK2664
b2672,ygaM
b2672,ECK2666
b2672,G7400
b2673,nrdH
b2673,ECK2667
b2673,G7401
b2673,ygaN
b2674,nrdI
b2674,ygaO
b2674,ECK2668
b2674,G7402
b2681,ygaY
b2681,ECK2675
b2681,G7403
b2681,ECK2674
b2681,b2680
b2681,ygaX
b2682,ygaZ
b2682,G7405
b2682,ECK2676
b2683,ygaH
b2683,G7406
b2683,ECK2677
b2689,yqaA
b2689,G7407
b2689,ECK2684
b2690,yqaB
b2690,G7408
b2690,ECK2685
b2700,pncC
b2700,ECK2695
b2700,ygaD
b2700,G7409
b2701,mltB
b2701,G7410
b2701,slt
b2701,ECK2696
b2710,norV
b2710,ygaJ
b2710,ygaI
b2710,ygaK
b2710,ECK2705
b2710,G7413
b2717,hycI
b2717,G7414
b2717,ECK2712
b2734,pphB
b2734,ygbH
b2734,prpB
b2734,G7415
b2734,ECK2729
b2735,ygbI
b2735,ECK2730
b2735,G7416
b2736,ygbJ
b2736,G7417
b2736,ECK2731
b2737,ygbK
b2737,G7418
b2737,ECK2732
b2738,ygbL
b2738,ECK2733
b2738,G7419
b2739,ygbM
b2739,G7420
b2739,ECK2734
b2740,ygbN
b2740,ECK2735
b2740,G7421
b2745,truD
b2745,ygbO
b2745,G7422
b2745,ECK2740
b2747,ispD
b2747,ygbP
b2747,ECK2742
b2747,G7423
b2748,ftsB
b2748,ygbQ
b2748,ECK2743
b2748,G7424
b2755,cas1
b2755,G7425
b2755,ECK2750
b2755,ygbT
b2756,casE
b2756,ECK2751
b2756,ygcH
b2756,G7426
b2756,cas6e
b2756,cse3
b2757,casD
b2757,cas5e
b2757,ECK2752
b2757,G7427
b2757,ygcI
b2758,casC
b2758,cas7
b2758,cse4
b2758,ygcJ
b2758,G7428
b2758,ECK2753
b2759,casB
b2759,cse2
b2759,ygcK
b2759,G7429
b2759,ECK2754
b2760,casA
b2760,G7430
b2760,cse1
b2760,ygcL
b2760,ECK2755
b2765,queD
b2765,ygcM
b2765,sscR
b2765,G7431
b2765,ECK2760
b2766,ygcN
b2766,G7432
b2766,ECK2761
b2767,ygcO
b2767,ECK2762
b2767,G7433
b2768,ygcP
b2768,ECK2763
b2768,G7434
b2769,ygcQ
b2769,G7435
b2769,ECK2764
b2770,ygcR
b2770,ECK2765
b2770,G7436
b2771,ygcS
b2771,ECK2766
b2771,G7437
b2772,ygcU
b2772,G7439
b2772,ECK2767
b2772,ygcT
b2772,ygcV
b2772,b2773
b2772,b4463
b2774,ygcW
b2774,ECK2768
b2774,G7440
b2776,ygcE
b2776,G7442
b2776,ECK2770
b2777,queE
b2777,G7443
b2777,ECK2771
b2777,ygcF
b2778,ygcG
b2778,ECK2772
b2778,G7444
b2787,gudD
b2787,ECK2781
b2787,ygcX
b2787,G7445
b2788,gudX
b2788,ECK2782
b2788,G7446
b2788,ygcY
b2789,gudP
b2789,G7447
b2789,ECK2783
b2789,gudT
b2789,ygcZ
b2790,yqcA
b2790,G7448
b2790,ECK2784
b2791,truC
b2791,ECK2785
b2791,G7449
b2791,yqcB
b2792,yqcC
b2792,G7450
b2792,ECK2786
b2793,syd
b2793,G7451
b2793,ydr
b2793,ECK2788
b2794,queF
b2794,G7452
b2794,yqcD
b2794,ECK2789
b2809,ygdI
b2809,G7453
b2809,ECK2805
b2810,csdA
b2810,G7454
b2810,ECK2806
b2810,ygdJ
b2811,csdE
b2811,ECK2807
b2811,ygdK
b2811,G7455
b2812,tcdA
b2812,csdL
b2812,ygdL
b2812,ECK2808
b2812,G7456
b2813,mltA
b2813,mlt
b2813,G7457
b2813,ECK2809
b2813,ygdM
b2817,amiC
b2817,ECK2813
b2817,G7458
b2817,ygdN
b2830,rppH
b2830,ygdP
b2830,G7459
b2830,nudH
b2830,ECK2826
b2832,ygdQ
b2832,G7460
b2832,ECK2828
b2833,ygdR
b2833,G7461
b2833,ECK2829
b2834,tas
b2834,ECK2830
b2834,G7462
b2834,ygdS
b2843,kduI
b2843,G7463
b2843,ECK2841
b2843,yqeE
b2844,yqeF
b2844,G7464
b2844,ECK2842
b2845,yqeG
b2845,ECK2843
b2845,G7465
b2846,yqeH
b2846,ECK2844
b2846,G7466
b2847,yqeI
b2847,ECK2845
b2847,G7467
b2848,yqeJ
b2848,G7468
b2848,ECK2846
b2849,yqeK
b2849,ECK2847
b2849,G7469
b2850,ygeF
b2850,ECK2848
b2850,G7470
b2851,ygeG
b2851,ECK2849
b2851,G7471
b2852,ygeH
b2852,G7472
b2852,ECK2850
b2853,ygeI
b2853,G7473
b2853,ECK2851
b2854,pbl
b2854,ECK2852
b2854,G7474
b2854,ygeJ
b2855,ygeK
b2855,ECK2853
b2855,G7475
b2856,ygeL
b2856,ECK2854
b2856,G7476
b2857,ygeN
b2857,ECK2855
b2857,ECK2856
b2857,G7478
b2857,ygeM
b2857,b2858
b2859,ygeO
b2859,G7479
b2859,ECK2857
b2860,insD4
b2860,yi22-4
b2860,G7480
b2860,ECK0358
b2861,insC4
b2861,ECK0357
b2861,yi21-4
b2861,G7481
b2862,ygeP
b2862,G7482
b2862,ECK2858
b2863,ygeQ
b2863,ECK2859
b2863,G7483
b2865,actS
b2865,ygeR
b2865,G7484
b2865,ECK2861
b2866,xdhA
b2866,ECK2862
b2866,G7485
b2866,ygeS
b2867,xdhB
b2867,ygeT
b2867,ECK2863
b2867,G7486
b2868,xdhC
b2868,G7487
b2868,ECK2864
b2868,ygeU
b2869,ygeV
b2869,ECK2865
b2869,G7488
b2870,ygeW
b2870,G7489
b2870,ECK2866
b2871,ygeX
b2871,ECK2867
b2871,G7490
b2872,ygeY
b2872,G7491
b2872,ECK2868
b2873,hyuA
b2873,ygeZ
b2873,G7492
b2873,ECK2869
b2874,yqeA
b2874,ECK2870
b2874,G7493
b2875,yqeB
b2875,G7494
b2875,ECK2871
b2876,yqeC
b2876,ECK2872
b2876,G7495
b2877,mocA
b2877,ECK2873
b2877,ygfJ
b2877,G7496
b2878,ygfK
b2878,G7497
b2878,ECK2874
b2879,ssnA
b2879,ygfL
b2879,ECK2875
b2879,G7498
b2880,ygfM
b2880,ECK2876
b2880,G7499
b2881,xdhD
b2881,G7500
b2881,ygfN
b2881,ECK2877
b2882,xanQ
b2882,ygfO
b2882,ECK2878
b2882,G7501
b2883,guaD
b2883,ygfP
b2883,ECK2879
b2883,G7502
b4464,ghxQ
b4464,ECK2880
b4464,G7503
b4464,ygfQ
b4464,b2884
b4464,ygfR
b4464,b2885
b2886,ygfS
b2886,G7505
b2886,ECK2881
b2887,ygfT
b2887,G7506
b2887,ECK2882
b2888,uacT
b2888,ygfU
b2888,ECK2883
b2888,G7507
b2889,idi
b2889,ECK2884
b2889,ygfV
b2889,G7508
b2896,ygfX
b2896,ECK2891
b2896,G7509
b2896,cptA
b2897,sdhE
b2897,ECK2892
b2897,cptB
b2897,ygfY
b2897,G7510
b2898,ygfZ
b2898,G7511
b2898,ECK2893
b2898,yzzW
b2899,yqfA
b2899,ECK2894
b2899,G7512
b2900,yqfB
b2900,G7513
b2900,ECK2895
b2902,ygfF
b2902,yqfD
b2902,ECK2897
b2902,G7514
b2915,yqfE
b2915,ECK2911
b2915,G7515
b2919,scpB
b2919,ECK2915
b2919,ygfG
b2919,G7516
b2920,scpC
b2920,G7517
b2920,ygfH
b2920,ECK2916
b2921,ygfI
b2921,ECK2917
b2921,G7518
b4465,yggP
b4465,G7520
b4465,ECK2927
b4465,b2932
b4465,b2931
b2939,yqgB
b2939,G7521
b2939,ECK2934
b2940,yqgC
b2940,G7522
b2940,ECK2935
b2941,yqgD
b2941,ECK2936
b2941,G7523
b2948,yqgE
b2948,ECK2943
b2948,G7524
b2949,yqgF
b2949,ECK2944
b2949,G7525
b2950,yggR
b2950,ECK2945
b2950,G7526
b2951,yggS
b2951,G7527
b2951,ECK2946
b2952,yggT
b2952,G7528
b2952,ECK2947
b2953,yggU
b2953,ECK2948
b2953,G7529
b2954,rdgB
b2954,G7530
b2954,ECK2949
b2954,yggV
b2955,hemW
b2955,yggW
