locus_tag,gene_name,start,end,strand
b2308,hisQ,2425230,2425916,-1
b2309,hisJ,2426006,2426788,-1
b2310,argT,2427009,2427791,-1
b2311,ubiX,2428057,2428626,-1
b2312,purF,2428721,2430238,-1
b2313,cvpA,2430275,2430763,-1
b2314,dedD,2431022,2431684,-1
b2315,folC,2431674,2432942,-1
b2316,accD,2433012,2433926,-1
b2317,dedA,2434082,2434741,-1
b2318,truA,2434824,2435636,-1
b2319,usg,2435636,2436649,-1
b2320,pdxB,2436715,2437851,-1
b2321,flk,2437950,2438945,1
b2322,yfcJ,2438942,2440120,-1
b2323,fabB,2440385,2441605,-1
b2324,mnmC,2441764,2443770,1
b2325,yfcL,2443891,2444169,-1
b2326,epmC,2444203,2444751,-1
b2327,yfcA,2444751,2445560,-1
b2328,mepA,2445560,2446384,-1
b2329,aroC,2446388,2447473,-1
b2330,prmB,2447508,2448440,-1
b2331,smrB,2448606,2449157,1
b2332,yfcO,2449228,2450049,-1
b2333,yfcP,2450051,2450590,-1
b2334,yfcQ,2450587,2451075,-1
b2335,yfcR,2451072,2451584,-1
b2336,yfcS,2451584,2452336,-1
b4661,yfcU,2452356,2455001,-1
b2339,yfcV,2455083,2455646,-1
b2340,sixA,2456327,2456812,-1
b2341,fadJ,2457015,2459159,-1
b2342,fadI,2459159,2460469,-1
b2343,yfcZ,2460650,2460934,-1
b2344,fadL,2461306,2462646,1
b2345,yfdF,2463012,2464070,1
b2346,mlaA,2464252,2465007,-1
b2347,yfdC,2465301,2466233,1
b2349,intS,2466545,2467702,1
b2350,yfdG,2467855,2468217,1
b2351,yfdH,2468214,2469134,1
b2352,yfdI,2469131,2470462,1
b2354,yfdK,2471077,2471517,-1
b2355,yfdL,2471544,2472062,-1
b2356,yfdM,2472112,2472387,-1
b2357,yfdN,2472387,2472881,-1
b2358,yfdO,2472878,2473246,-1
b2359,yfdP,2473604,2473966,1
b2360,yfdQ,2474032,2474856,1
b2361,yfdR,2474984,2475520,1
b2362,yfdS,2475511,2475873,1
b2363,yfdT,2475873,2476178,1
b4545,ypdJ,2476094,2476234,1
b4501,torI,2476310,2476510,1
b2364,dsdC,2476694,2477629,-1
b2365,dsdX,2477847,2479184,1
b2366,dsdA,2479202,2480530,1
b2367,emrY,2480638,2482176,-1
b2368,emrK,2482176,2483339,-1
b2369,evgA,2483755,2484369,1
b2370,evgS,2484374,2487967,1
b2371,yfdE,2488023,2489168,-1
b2372,yfdV,2489242,2490186,-1
b2373,oxc,2490256,2491950,-1
b2374,frc,2492004,2493254,-1
b2375,yfdX,2493767,2494402,-1
b2376,ypdI,2494698,2494973,1
b2377,yfdY,2495050,2495292,-1
b2378,lpxP,2495645,2496565,1
b4680,ypdK,2496921,2496992,1
b2379,alaC,2497057,2498295,-1
b2380,ypdA,2498671,2500368,1
b2381,ypdB,2500383,2501117,1
b2382,ypdC,2501130,2501987,1
b2383,fryA,2501990,2504485,-1
b2384,ypdE,2504510,2505547,-1
b2385,ypdF,2505547,2506632,-1
b2386,fryC,2506647,2507894,-1
b2387,fryB,2507916,2508242,-1
b2388,glk,2508461,2509426,-1
b2389,yfeO,2509630,2510886,1
b2390,ypeC,2511001,2511327,1
b2392,mntH,2511468,2512706,-1
b2393,nupC,2513042,2514244,1
b2394,insL-3,2514331,2515443,1
b2395,pdeA,2515643,2517832,-1
b2398,yfeC,2518467,2518811,1
b2399,yfeD,2518813,2519205,1
b2400,gltX,2519257,2520672,-1
b2405,xapR,2521593,2522477,-1
b2406,xapB,2522729,2523985,-1
b2407,xapA,2524045,2524878,-1
b2408,yfeN,2525127,2525891,1
b2409,yfeR,2525930,2526856,-1
b2410,yfeH,2526946,2527944,1
b4546,ypeB,2527941,2528159,-1
b2411,ligA,2528161,2530176,-1
b2412,zipA,2530247,2531233,-1
b2413,cysZ,2531463,2532224,1
b2414,cysK,2532409,2533380,1
b2415,ptsH,2533764,2534021,1
b2416,ptsI,2534066,2535793,1
b2417,crr,2535834,2536343,1
b2418,pdxK,2536386,2537237,-1
b2419,yfeK,2537342,2537716,1
b2420,yfeS,2537749,2538483,1
b2421,cysM,2538672,2539583,-1
b2422,cysA,2539717,2540814,-1
b2423,cysW,2540804,2541679,-1
b2424,cysU,2541679,2542512,-1
b2425,cysP,2542512,2543528,-1
b2426,ucpA,2543832,2544623,-1
b2427,murR,2544752,2545609,-1
b2428,murQ,2545773,2546669,1
b2429,murP,2546673,2548097,1
b2430,yfeW,2548102,2549406,1
b2431,yfeX,2549646,2550545,-1
b2432,yfeY,2550641,2551216,-1
b2433,yfeZ,2551277,2551726,-1
b2434,ypeA,2551713,2552138,-1
b2435,amiA,2552352,2553221,1
b2436,hemF,2553225,2554124,1
b2437,eutR,2554130,2555182,-1
b2438,eutK,2555228,2555728,-1
b2439,eutL,2555741,2556400,-1
b2440,eutC,2556410,2557297,-1
b2441,eutB,2557318,2558679,-1
b2442,intZ,2558858,2560066,1
b2443,yffL,2560257,2560898,1
b2444,yffM,2561368,2561613,1
b2445,yffN,2561625,2561993,1
b2446,yffO,2562111,2562527,1
b2447,yffP,2562524,2563117,1
b2448,yffQ,2563592,2563969,1
b2449,yffR,2563980,2564372,1
b2450,yffS,2564523,2565332,1
b2451,eutA,2565481,2566884,-1
b2452,eutH,2566881,2568107,-1
b2453,eutG,2568324,2569511,-1
b2454,eutJ,2569501,2570337,-1
b2455,eutE,2570348,2571751,-1
b2456,eutN,2571763,2572050,-1
b2457,eutM,2572157,2572450,-1
b2458,eutD,2572489,2573505,-1
b2459,eutT,2573502,2574305,-1
b2460,eutQ,2574302,2575003,-1
b2461,eutP,2574978,2575457,-1
b2462,eutS,2575470,2575805,-1
b2463,maeB,2576098,2578377,-1
b2464,talA,2578666,2579616,1
b2465,tktB,2579636,2581639,1
b2466,ypfG,2581734,2582777,-1
b2467,nudK,2582903,2583478,-1
b2468,aegA,2583546,2585525,-1
b2469,narQ,2585731,2587431,1
b2470,acrD,2587595,2590708,1
b4606,ypfM,2590807,2590866,-1
b2471,yffB,2591247,2591603,1
b2472,dapE,2591607,2592734,1
b4547,ypfN,2592762,2592962,1
b2473,ypfH,2593072,2593770,-1
b2474,tmcA,2593844,2595859,-1
b2475,ypfJ,2595874,2596737,-1
b2476,purC,2596905,2597618,-1
b2477,bamC,2597831,2598865,-1
b2478,dapA,2598882,2599760,-1
b2479,gcvR,2599906,2600478,1
b2480,bcp,2600478,2600948,1
b2481,hyfA,2601201,2601818,1
b2482,hyfB,2601818,2603836,1
b2483,hyfC,2603847,2604794,1
b2484,hyfD,2604811,2606250,1
b2485,hyfE,2606262,2606912,1
b2486,hyfF,2606917,2608497,1
b2487,hyfG,2608487,2610154,1
b2488,hyfH,2610164,2610709,1
b2489,hyfI,2610706,2611464,1
b2490,hyfJ,2611457,2611870,1
b2491,hyfR,2611900,2613912,1
b2492,focB,2613934,2614782,1
b2493,yfgO,2614820,2615881,-1
b2494,bepA,2616094,2617557,1
b2495,yfgD,2617578,2617937,1
b2496,hda,2618075,2618776,-1
b2497,uraA,2618871,2620160,-1
b2498,upp,2620246,2620872,-1
b2499,purM,2621197,2622234,1
b2500,purN,2622234,2622872,1
b2501,ppk,2623044,2625110,1
b2502,ppx,2625115,2626656,1
b2503,pdeF,2626695,2628938,-1
b2504,yfgG,2629290,2629481,1
b2505,yfgH,2629792,2630310,1
b2506,yfgI,2630326,2630865,1
b2507,guaA,2630958,2632535,-1
b2508,guaB,2632604,2634070,-1
b2509,xseA,2634232,2635602,1
b2510,yfgJ,2635599,2635814,-1
b2511,der,2635884,2637356,-1
b2512,bamB,2637474,2638652,-1
b2513,yfgM,2638663,2639283,-1
b2514,hisS,2639301,2640575,-1
b2515,ispG,2640686,2641804,-1
b2516,rodZ,2641831,2642844,-1
b2517,rlmN,2643129,2644283,-1
b2518,ndk,2644433,2644864,-1
b2519,pbpC,2645013,2647325,-1
b2520,yfhM,2647326,2652287,-1
b2521,sseA,2652494,2653339,1
b2522,sseB,2654157,2654933,-1
b2523,pepB,2655075,2656358,-1
b2524,iscX,2656536,2656736,-1
b2525,fdx,2656748,2657083,-1
b2526,hscA,2657085,2658935,-1
b2527,hscB,2658952,2659467,-1
b2528,iscA,2659563,2659886,-1
b2529,iscU,2659903,2660289,-1
b2530,iscS,2660317,2661531,-1
b2531,iscR,2661643,2662131,-1
b2532,trmJ,2662583,2663323,-1
b2533,suhB,2663442,2664245,1
b2534,yfhR,2664390,2665244,1
b2535,csiE,2665435,2666715,1
b2536,hcaT,2666707,2667846,-1
b4706,iroK,2668006,2668071,-1
b2537,hcaR,2668006,2668896,-1
b2538,hcaE,2669032,2670393,1
b2539,hcaF,2670390,2670908,1
b2540,hcaC,2670908,2671228,1
b2541,hcaB,2671225,2672037,1
b2542,hcaD,2672047,2673249,1
b2543,yphA,2673346,2673768,1
b2544,yphB,2673816,2674688,-1
b2545,yphC,2674700,2675761,-1
b2546,yphD,2675827,2676825,-1
b2547,yphE,2676850,2678361,-1
b2548,yphF,2678384,2679367,-1
b2549,yphG,2679464,2682745,-1
b2550,yphH,2682863,2684056,1
b2551,glyA,2684254,2685507,-1
b2552,hmp,2685835,2687025,1
b2553,glnB,2687070,2687408,-1
b2554,glrR,2687469,2688803,-1
b2555,qseG,2688793,2689506,-1
b2556,glrK,2689671,2691098,-1
b2557,purL,2691656,2695543,-1
b2558,mltF,2695801,2697357,1
b2559,tadA,2697354,2697857,-1
b2560,pgpC,2697915,2698550,-1
b2561,yfhH,2698759,2699607,1
b2562,yfhL,2699663,2699923,1
b4687,shoB,2700117,2700197,-1
b2563,acpS,2700618,2700998,-1
b2564,pdxJ,2700998,2701729,-1
b2565,recO,2701741,2702469,-1
b2566,era,2702481,2703386,-1
b2567,rnc,2703383,2704063,-1
b2568,lepB,2704335,2705309,-1
b2569,lepA,2705325,2707124,-1
b2570,rseC,2707322,2707801,-1
b2571,rseB,2707798,2708754,-1
b2572,rseA,2708754,2709404,-1
b2573,rpoE,2709437,2710012,-1
b4725,rseD,2710009,2710164,-1
b2574,nadB,2710420,2712042,1
b2575,yfiC,2712027,2712764,-1
b2576,srmB,2712896,2714230,1
b2577,yfiE,2714439,2715320,-1
b2578,eamB,2715423,2716010,1
b2579,grcA,2716066,2716449,-1
b2580,ung,2716754,2717443,1
b2581,yfiF,2717491,2718528,-1
b2582,trxC,2718735,2719154,1
b2583,yfiP,2719223,2719921,1
b2584,patZ,2719953,2722613,1
b2585,pssA,2722727,2724082,1
b2586,yfiM,2724128,2724451,1
b2587,kgtP,2724448,2725746,-1
b2592,clpB,2731600,2734173,-1
b2593,pgeF,2734303,2735034,-1
b2594,rluD,2735031,2736011,-1
b2595,bamD,2736146,2736883,1
b2597,raiA,2737154,2737495,1
b2598,pheL,2737599,2737646,1
b2599,pheA,2737745,2738905,1
b2600,tyrA,2738948,2740069,-1
b2601,aroF,2740080,2741150,-1
b2602,yfiL,2741360,2741725,1
b2603,yfiR,2741875,2742393,1
b2604,dgcN,2742383,2743609,1
b2605,yfiB,2743625,2744107,1
b2606,rplS,2744183,2744530,-1
b2607,trmD,2744572,2745339,-1
b2608,rimM,2745370,2745918,-1
b2609,rpsP,2745937,2746185,-1
b2610,ffh,2746434,2747795,-1
b2611,ypjD,2747962,2748753,1
b4461,yfjD,2748774,2750060,1
b2614,grpE,2750115,2750708,-1
b2615,nadK,2750831,2751709,1
b2616,recN,2751795,2753456,1
b2617,bamE,2753605,2753946,1
b2618,yfjF,2754008,2754298,-1
b2619,ratA,2754288,2754764,-1
b2620,smpB,2754896,2755378,1
b2622,intA,2756159,2757400,1
b2623,yfjH,2757644,2758600,-1
b2624,alpA,2758644,2758856,1
b2625,yfjI,2758985,2760394,1
b2626,yfjJ,2760547,2761173,1
b2627,abpB,2761351,2763540,-1
b2628,abpA,2763537,2765153,-1
b2629,yfjM,2765513,2765776,-1
b2630,rnlA,2765918,2766991,1
b2631,rnlB,2766984,2767355,1
b2632,yfjP,2767710,2768573,1
b2633,yfjQ,2768665,2769486,1
b2634,yfjR,2769703,2770404,1
b2635,ypjK,2770445,2770681,1
b2636,yfjS,2770681,2771124,1
b2637,yfjT,2771148,2771615,1
b2638,yfjU,2771840,2772154,-1
b2641,yfjV,2772167,2773182,-1
b2642,yfjW,2773318,2775021,1
b4644,ypjI,2775545,2775816,1
b2643,yfjX,2775919,2776377,1
b2644,yfjY,2776386,2776868,1
b4548,ypjJ,2776877,2777077,1
b2645,yfjZ,2777115,2777432,1
b2646,ypjF,2777453,2777782,1
b2647,ypjA,2778146,2782726,-1
b2648,pinH,2783065,2783304,-1
b2649,ypjB,2783638,2784429,-1
b2650,ypjC,2784529,2785011,-1
b4462,ygaQ,2786397,2788649,1
b2659,csiD,2788985,2789962,1
b2660,lhgO,2789982,2791250,1
b2661,gabD,2791273,2792721,1
b2662,gabT,2792735,2794015,1
b2663,gabP,2794253,2795653,1
b2664,csiR,2795674,2796336,1
b2665,kbp,2796337,2796786,-1
b2666,yqaE,2796870,2797028,-1
b2667,ygaV,2797211,2797510,1
b2668,ygaP,2797520,2798044,1
b2669,stpA,2798091,2798495,-1
b2670,alaE,2799164,2799613,1
b2671,ygaC,2799650,2799994,-1
b2672,ygaM,2800146,2800475,1
b2673,nrdH,2800723,2800968,1
b2674,nrdI,2800965,2801375,1
b2675,nrdE,2801348,2803492,1
b2676,nrdF,2803502,2804461,1
b2677,proV,2804815,2806017,1
b2678,proW,2806010,2807074,1
b2679,proX,2807132,2808124,1
b2681,ygaY,2808316,2809493,1
b2682,ygaZ,2809617,2810354,1
b2683,ygaH,2810344,2810679,1
b2684,mprA,2810770,2811300,1
b2685,emrA,2811427,2812599,1
b2686,emrB,2812616,2814154,1
b2687,luxS,2814218,2814733,-1
b2688,gshA,2814883,2816439,-1
b2689,yqaA,2816512,2816940,-1
b2690,yqaB,2816937,2817503,-1
b2696,csrA,2818961,2819146,-1
b2697,alaS,2819381,2822011,-1
b2698,recX,2822139,2822639,-1
b2699,recA,2822708,2823769,-1
b2700,pncC,2823849,2824346,-1
b2701,mltB,2824491,2825576,-1
b2702,srlA,2825832,2826395,1
b2703,srlE,2826392,2827351,1
b2704,srlB,2827362,2827733,1
b2705,srlD,2827737,2828516,1
b2706,gutM,2828621,2828980,1
b2707,srlR,2829047,2829820,1
b2708,gutQ,2829813,2830778,1
b2709,norR,2830775,2832289,-1
b2710,norV,2832476,2833915,1
b2711,norW,2833912,2835045,1
b2712,hypF,2835173,2837425,-1
b2713,hydN,2837578,2838105,-1
b2714,ascG,2838254,2839264,-1
b2715,ascF,2839524,2840981,1
b2716,ascB,2840990,2842414,1
b2717,hycI,2842573,2843043,-1
b2718,hycH,2843036,2843446,-1
b2719,hycG,2843443,2844210,-1
b2720,hycF,2844210,2844752,-1
b2721,hycE,2844762,2846471,-1
b2722,hycD,2846489,2847412,-1
b2723,hycC,2847415,2849241,-1
b2724,hycB,2849238,2849849,-1
b2725,hycA,2849974,2850435,-1
b2726,hypA,2850647,2850997,1
b2727,hypB,2851001,2851873,1
b2728,hypC,2851864,2852136,1
b2729,hypD,2852136,2853257,1
b2730,hypE,2853254,2854264,1
b2731,fhlA,2854338,2856416,1
b2732,ygbA,2856453,2856806,-1
b2733,mutS,2857093,2859654,1
b2734,pphB,2859760,2860416,1
b2735,ygbI,2860467,2861234,-1
b2736,ygbJ,2861430,2862338,1
b2737,ygbK,2862335,2863501,1
b2738,ygbL,2863593,2864231,1
b2739,ygbM,2864236,2865012,1
b2740,ygbN,2865101,2866465,1
b2741,rpoS,2866559,2867551,-1
b2742,nlpD,2867614,2868753,-1
b2743,pcm,2868893,2869519,-1
b2744,umpG,2869513,2870274,-1
b2745,truD,2870255,2871304,-1
b2746,ispF,2871301,2871780,-1
b2747,ispD,2871780,2872490,-1
b2748,ftsB,2872509,2872820,-1
b2749,ygbE,2873014,2873337,-1
b2750,cysC,2873387,2873992,-1
b2751,cysN,2873992,2875419,-1
b2752,cysD,2875421,2876329,-1
b2753,iap,2876581,2877618,1
b2754,cas2,2878569,2878853,-1
b2755,cas1,2878855,2879772,-1
b2756,casE,2879788,2880387,-1
b2757,casD,2880374,2881048,-1
b2758,casC,2881051,2882142,-1
b2759,casB,2882155,2882637,-1
b2760,casA,2882630,2884138,-1
b2761,cas3,2884553,2887219,-1
b2762,cysH,2887578,2888312,-1
b2763,cysI,2888387,2890099,-1
b2764,cysJ,2890099,2891898,-1
b2765,queD,2892214,2892579,1
b2766,ygcN,2892657,2893928,1
b2767,ygcO,2893919,2894179,1
b2768,ygcP,2894196,2894771,1
b2769,ygcQ,2894919,2895779,-1
b2770,ygcR,2895776,2896555,-1
b2771,ygcS,2896533,2897870,-1
b4463,ygcU,2897964,2899418,-1
b2774,ygcW,2899488,2900273,-1
b2775,yqcE,2900592,2901869,1
b2776,ygcE,2901896,2903374,1
b2777,queE,2904747,2905418,-1
b4682,yqcG,2905557,2905697,1
b2778,ygcG,2905711,2906583,1
b2779,eno,2906643,2907941,-1
b2780,pyrG,2908029,2909666,-1
b2781,mazG,2909894,2910685,-1
b2782,mazF,2910756,2911091,-1
b2783,mazE,2911091,2911339,-1
b2784,relA,2911417,2913651,-1
b2785,rlmD,2913699,2915000,-1
b2786,barA,2915057,2917813,1
b2787,gudD,2918045,2919385,-1
b2788,gudX,2919406,2920746,-1
b2789,gudP,2920748,2922100,-1
b2790,yqcA,2922535,2922984,-1
b2791,truC,2923002,2923784,-1
b2792,yqcC,2923784,2924113,-1
b2793,syd,2924735,2925280,-1
b2794,queF,2925348,2926196,1
b2795,ppnN,2926308,2927672,1
b2796,sdaC,2928229,2929518,1
b2797,sdaB,2929576,2930943,1
b2798,ygdG,2931055,2931810,1
b2799,fucO,2931865,2933013,-1
b2800,fucA,2933041,2933688,-1
b2801,fucP,2934235,2935551,1
b2802,fucI,2935584,2937359,1
b2803,fucK,2937468,2938886,1
b2804,fucU,2938888,2939310,1
b2805,fucR,2939368,2940099,1
b2806,rlmM,2940143,2941243,-1
b2807,ygdD,2941236,2941631,-1
b2808,gcvA,2941650,2942567,-1
b2809,ygdI,2942918,2943145,-1
b2810,csdA,2943337,2944542,1
b2811,csdE,2944542,2944985,1
b2812,tcdA,2945036,2945842,-1
b2813,mltA,2946081,2947178,-1
b2817,amiC,2947757,2949010,-1
b2818,argA,2949242,2950573,1
b2819,recD,2950635,2952461,-1
b2820,recB,2952461,2956003,-1
b2821,ptrA,2955996,2958884,-1
b2822,recC,2959060,2962428,-1
b2823,ppdC,2962441,2962764,-1
b2824,ygdB,2962749,2963156,-1
b2825,ppdB,2963153,2963716,-1
b2826,ppdA,2963707,2964177,-1
b2827,thyA,2964361,2965155,-1
b2828,lgt,2965162,2966037,-1
b2829,ptsP,2966188,2968434,-1
b2830,rppH,2968447,2968977,-1
b4610,ygdT,2969330,2969476,-1
b2831,mutH,2969662,2970351,1
b2832,ygdQ,2970420,2971133,1
b2833,ygdR,2971271,2971489,1
b2834,tas,2971597,2972637,1
b2835,lplT,2972669,2973862,-1
b2836,aas,2973855,2976014,-1
b2837,galR,2976599,2977630,1
b2838,lysA,2977637,2978899,-1
b2839,lysR,2979021,2979956,1
b2840,ygeA,2979943,2980635,-1
b2841,araE,2980764,2982182,-1
b2842,kduD,2982497,2983258,-1
b2843,kduI,2983288,2984124,-1
b2844,yqeF,2984411,2985592,-1
b2845,yqeG,2985847,2987076,1
b2846,yqeH,2987536,2988168,1
b2847,yqeI,2988502,2989311,1
b2848,yqeJ,2989304,2989786,1
b4683,yqeL,2989819,2989899,-1
b2849,yqeK,2989935,2990360,-1
b2850,ygeF,2990554,2991043,1
b2851,ygeG,2991268,2991759,1
b2852,ygeH,2992094,2993470,1
b2853,ygeI,2993638,2993856,1
b2854,pbl,2993939,2994441,1
b2855,ygeK,2994460,2994903,-1
b2856,ygeL,2994937,2995092,-1
b2858,ygeN,2995314,2996020,-1
b2859,ygeO,2995962,2996360,-1
b2860,insD-4,2996372,2997277,-1
b2861,insC-4,2997235,2997600,-1
b2862,ygeP,2997689,2997988,-1
b2863,ygeQ,2998034,2998828,-1
b2865,ygeR,2999136,2999891,-1
b2866,xdhA,3000345,3002603,1
b2867,xdhB,3002614,3003492,1
b2868,xdhC,3003489,3003968,1
b2869,ygeV,3004008,3005786,-1
b2870,ygeW,3006262,3007452,1
b2871,ygeX,3007510,3008706,1
b2872,ygeY,3008764,3009975,1
b2873,hyuA,3010028,3011413,1
b2874,yqeA,3011461,3012393,1
b2875,yqeB,3012614,3014239,-1
b2876,yqeC,3014287,3015057,-1
b2877,mocA,3015160,3015738,1
b2878,ygfK,3016060,3019158,1
b2879,ssnA,3019161,3020489,1
b2880,ygfM,3020540,3021319,1
b2881,xdhD,3021316,3024186,1
b2882,xanQ,3024351,3025751,1
b2883,guaD,3025766,3027085,1
b4464,ghxQ,3027121,3028488,1
b2886,ygfS,3028524,3029012,-1
b2887,ygfT,3029012,3030931,-1
b2888,uacT,3031367,3032815,1
b4684,yqfG,3032817,3032942,1
b4753,yqfH,3032939,3033010,-1
b2889,idi,3033065,3033613,1
b2890,lysS,3033657,3035174,-1
b2891,prfB,3035184,3036206,-1
b2892,recJ,3036373,3038106,-1
b2893,dsbC,3038112,3038822,-1
b2894,xerD,3038847,3039743,-1
b2895,fldB,3039855,3040376,1
b2896,ygfX,3040416,3040823,-1
b2897,sdhE,3040804,3041070,-1
b2898,ygfZ,3041313,3042293,1
b2899,yqfA,3042489,3043148,-1
b2900,yqfB,3043312,3043623,-1
b2901,bglA,3043662,3045101,1
b2902,ygfF,3045158,3045901,-1
b2903,gcvP,3046168,3049041,-1
b2904,gcvH,3049160,3049549,-1
b2905,gcvT,3049573,3050667,-1
b4754,yqfI,3050958,3051041,1
b2906,ubiI,3051115,3052317,-1
b2907,ubiH,3052340,3053518,-1
b2908,pepP,3053515,3054840,-1
b2909,ygfB,3054866,3055444,-1
b2910,zapA,3055612,3055941,1
b2912,fau,3056241,3056789,1
b4665,ibsC,3056890,3056949,-1
b2913,serA,3057178,3058410,-1
b2914,rpiA,3058666,3059325,-1
b2915,yqfE,3059381,3059611,-1
b2916,argP,3059753,3060646,1
b2917,scpA,3060850,3062994,1
b2918,argK,3062987,3063982,1
b2919,scpB,3063993,3064778,1
b2920,scpC,3064802,3066280,1
b2921,ygfI,3066277,3067173,-1
b2922,yggE,3067340,3068080,-1
b2923,argO,3068173,3068808,-1
b2924,mscS,3068947,3069807,-1
b2925,fbaA,3070165,3071244,-1
b2926,pgk,3071459,3072622,-1
b2927,epd,3072672,3073691,-1
b2928,yggC,3073976,3074689,-1
b2929,fumE,3074686,3075195,-1
b2930,yggF,3075217,3076182,-1
b4465,yggP,3076179,3077456,-1
b2933,cmtA,3077471,3078859,-1
b2934,cmtB,3078887,3079330,-1
b2935,tktA,3079644,3081635,-1
b2936,loiP,3081913,3082671,1
b2937,speB,3082877,3083797,-1
b2938,speA,3083935,3085911,-1
b2939,yqgB,3085920,3086051,-1
b2940,yqgC,3086187,3086402,1
b2941,yqgD,3086399,3086650,-1
b2942,metK,3086706,3087860,1
b2943,galP,3088284,3089678,1
b2944,yggI,3089755,3090252,1
b2945,endA,3090347,3091054,1
b2946,rsmE,3091134,3091865,1
b2947,gshB,3091878,3092828,1
b2948,yqgE,3092937,3093500,1
b2949,yqgF,3093500,3093916,1
b2950,yggR,3094100,3095080,-1
b2951,yggS,3095098,3095802,1
b2952,yggT,3095820,3096386,1
b2953,yggU,3096383,3096673,1
b2954,rdgB,3096681,3097274,1
b2955,yggW,3097267,3098403,1
b2956,yggM,3098558,3099565,-1
b2957,ansB,3099682,3100728,-1
b2958,yggN,3100904,3101623,-1
b2959,yggL,3101807,3102133,-1
b2960,trmI,3102133,3102852,-1
b2961,mutY,3103013,3104065,1
b2962,yggX,3104093,3104368,1
b2963,mltC,3104433,3105512,1
b2964,nupG,3105714,3106970,1
b2965,speC,3107020,3109155,-1
b2966,yqgA,3109553,3110260,1
b2968,yghD,3110590,3111126,-1
b2969,yghE,3111128,3111988,-1
b2970,yghF,3112054,3112920,-1
b2971,yghG,3113067,3113477,-1
b2972,pppA,3113543,3114352,-1
b4466,yghJ,3114550,3119112,-1
b2975,glcA,3119597,3121279,-1
b2976,glcB,3121634,3123805,-1
b2977,glcG,3123827,3124231,-1
b4467,glcF,3124236,3125459,-1
b4468,glcE,3125470,3126522,-1
b2979,glcD,3126522,3128021,-1
b2980,glcC,3128272,3129036,1
b2981,yghO,3129043,3130215,-1
b2982,insH-9,3130178,3131194,1
b2983,yghQ,3131341,3132408,-1
b2984,yghR,3132454,3133212,-1
b2985,yghS,3133244,3133957,-1
b2986,yghT,3134131,3134823,1
b2987,pitB,3134872,3136371,-1
b2988,gss,3136663,3138522,-1
b2989,yghU,3138727,3139593,1
b2990,hybG,3139716,3139964,-1
b2991,hybF,3139977,3140318,-1
b2992,hybE,3140311,3140799,-1
b2993,hybD,3140792,3141286,-1
b2994,hybC,3141286,3142989,-1
b2995,hybB,3142986,3144164,-1
b2996,hybA,3144154,3145140,-1
b2997,hybO,3145143,3146261,-1
b2998,yghW,3146450,3146737,-1
b4658,yghX,3146856,3147691,-1
b4755,yqhI,3147597,3147740,-1
b3001,gpr,3147897,3148937,1
b3002,yqhA,3148977,3149471,-1
b3003,yghA,3149662,3150546,1
b3005,exbD,3150818,3151243,-1
b3006,exbB,3151250,3151984,-1
b3008,metC,3152236,3153423,1
b3009,yghB,3153563,3154222,1
b3010,yqhC,3154262,3155218,-1
b3011,yqhD,3155355,3156518,1
b3012,dkgA,3156623,3157450,1
b3013,yqhG,3157650,3158576,1
b3014,yqhH,3158627,3158884,1
b4469,ygiQ,3158927,3161146,-1
b3017,ftsP,3161257,3162669,-1
b3018,plsC,3162744,3163481,-1
b3019,parC,3163715,3165973,-1
b3020,ygiS,3166111,3167718,-1
b3021,mqsA,3167851,3168246,-1
b3022,mqsR,3168248,3168544,-1
b3023,ygiV,3168749,3169231,-1
b3024,ygiW,3169284,3169676,-1
b3025,qseB,3169828,3170487,1
b3026,qseC,3170484,3171833,1
b3027,ygiZ,3171879,3172211,-1
b3028,mdaB,3172530,3173111,1
b3029,ygiN,3173142,3173456,1
b3030,parE,3173504,3175396,-1
b3031,yqiA,3175425,3176006,-1
b3032,cpdA,3176006,3176833,-1
b3033,yqiB,3176858,3177280,-1
b3034,nudF,3177281,3177910,-1
b3035,tolC,3178115,3179596,1
b3036,ygiA,3179596,3179856,1
b3037,ygiB,3179744,3180415,1
b3038,ygiC,3180421,3181581,1
b3039,ygiD,3181619,3182434,-1
b3040,zupT,3182550,3183323,1
b4756,yqiD,3183381,3183551,-1
b3041,ribB,3183813,3184466,-1
b3042,ubiK,3184840,3185130,1
b3043,ygiL,3185414,3185965,1
b3046,yqiG,3186025,3186095,1
b3044,insC-5,3186187,3186552,1
b3045,insD-5,3186510,3187415,1
b3047,yqiH,3189881,3190630,1
b3048,yqiI,3190632,3191696,1
b3049,glgS,3191739,3191939,-1
b3050,yqiJ,3192208,3192837,1
b3051,yqiK,3192864,3194525,1
b4664,ibsD,3194766,3194825,1
b4666,ibsE,3195141,3195200,1
b3052,rfaE,3195320,3196753,-1
b3053,glnE,3196801,3199641,-1
b3054,ygiF,3199664,3200965,-1
b3055,ygiM,3201207,3201827,1
b3056,cca,3201891,3203129,1
b3057,bacA,3203310,3204131,-1
b3058,folB,3204221,3204589,-1
b3059,plsY,3204694,3205311,1
b3060,ttdR,3205324,3206256,-1
b3061,ttdA,3206463,3207374,1
b3062,ttdB,3207371,3207976,1
b3063,ttdT,3208024,3209487,1
b3064,tsaD,3209530,3210543,-1
b3065,rpsU,3210781,3210996,1
b3066,dnaG,3211107,3212852,1
b3067,rpoD,3213047,3214888,1
b3068,mug,3214967,3215473,-1
