,OPERON_ID,OPERON_NAME,REGULATIONPOSLEFT,REGULATIONPOSRIGHT,OPERON_STRAND
1592,ECK120028679,atoSC,2320043,2323251,forward
1593,ECK120028680,yfaATS_1S_2QP,2327367,2336782,reverse
1594,ECK120028683,yfaY,2362431,2363793,reverse
1595,ECK120028684,yfaZ,2363733,2364478,reverse
1596,ECK120028685,pmrD,2373272,2373538,reverse
1597,ECK120028686,elaB,2380722,2381053,reverse
1598,ECK120028687,elaA,2381082,2381543,reverse
1599,ECK120028689,elaD,2382713,2383924,forward
1600,ECK120028690,yfbL,2385860,2386831,forward
1601,ECK120028691,yfbO,2388635,2389057,forward
1602,ECK120028692,yfbP,2389116,2389964,forward
1603,ECK120028696,yfbV,2412677,2413132,reverse
1604,ECK120028697,yfcC,2416856,2418601,forward
1605,ECK120028698,yfcD,2418634,2419176,reverse
1606,ECK120028699,yfcF,2419841,2420485,reverse
1607,ECK120028700,yfcG,2420621,2421268,forward
1608,ECK120028701,folX-yfcH,2421325,2422601,forward
1609,ECK120028702,folC-dedD,2431022,2432942,reverse
1610,ECK120028703,yfcJ,2438942,2440397,reverse
1611,ECK120028705,yfcV,2455083,2455646,reverse
1612,ECK120028706,yfcZ,2460650,2460979,reverse
1613,ECK120028707,yfdC,2465301,2466233,forward
1614,ECK120028708,intS,2466500,2467702,forward
1615,ECK120028709,yfdGHI,2467855,2470462,forward
1616,ECK120028710,tfaS,2470502,2471105,forward
1617,ECK120028711,yfdPQ,2473373,2474856,forward
1618,ECK120028712,yfdRST,2474943,2476178,forward
1619,ECK120028713,ypdJ,2476094,2476234,forward
1620,ECK120028717,tpke70,2496194,2496629,reverse
1621,ECK120028718,yoeF,2078466,2078931,forward
1622,ECK120028720,anmK,1718493,1719602,reverse
1623,ECK120028721,sodC,1724134,1724679,reverse
1624,ECK120028722,ydhF,1724736,1725632,reverse
1625,ECK120028723,ydhL,1725681,1725920,reverse
1626,ECK120028725,ydhC,1739911,1741122,forward
1627,ECK120028726,ydhR,1746520,1747005,forward
1628,ECK120028727,ydhS,1747131,1748735,forward
1629,ECK120028732,rydB,1764713,1764780,reverse
1630,ECK120028734,ydiK,1769027,1770186,forward
1631,ECK120028735,rprA,1770323,1770476,forward
1632,ECK120028736,ydiL,1770391,1770971,forward
1633,ECK120028737,ydiM,1771071,1772285,forward
1634,ECK120028738,ydiNB-aroD,1772512,1775444,forward
1635,ECK120028739,ydiFO,1775587,1778347,forward
1636,ECK120028741,ydiE,1789613,1789804,forward
1637,ECK120028742,ydiV,1791307,1792149,reverse
1638,ECK120028743,nlpC,1792267,1792731,reverse
1639,ECK120028744,arpB_1B_2,1803094,1804993,forward
1640,ECK120028745,yniD,1805165,1805272,forward
1641,ECK120028746,ydiZ,1807400,1807690,forward
1642,ECK120028747,yniA,1807796,1808656,forward
1643,ECK120028750,ydjO,1812329,1813132,reverse
1644,ECK120028751,nadE,1822302,1823285,forward
1645,ECK120028752,ydjXYZ-ynjABCD,1833401,1839400,forward
1646,ECK120028753,ynjE,1839440,1840774,forward
1647,ECK120028754,ynjI,1843831,1844976,reverse
1648,ECK120028755,sppA,1848837,1850738,forward
1649,ECK120028756,ydjE,1852621,1854019,reverse
1650,ECK120028757,ydjF,1854096,1854854,reverse
1651,ECK120028758,ydjLKJIHG,1854991,1861332,reverse
1652,ECK120028759,yeaC,1861702,1861974,reverse
1653,ECK120028760,msrB,1862016,1862464,reverse
1654,ECK120028762,yeaE,1864782,1865726,reverse
1655,ECK120028763,mipA,1865726,1866663,reverse
1656,ECK120028766,yeaK,1873574,1874077,forward
1657,ECK120028768,yeaO,1876641,1877256,forward
1658,ECK120028769,yeaQ,1879007,1879255,reverse
1659,ECK120028770,yeaR-yoaG,1879403,1880056,reverse
1660,ECK120028771,leuE,1880121,1880891,reverse
1661,ECK120028774,yeaVW,1882961,1885789,forward
1662,ECK120028775,yeaX,1885845,1886810,forward
1663,ECK120028776,yoaA,1891325,1893268,reverse
1664,ECK120028777,yoaB,1893367,1893711,forward
1665,ECK120028778,yoaC,1893800,1894432,forward
1666,ECK120028781,yobD,1904724,1905259,forward
1667,ECK120028784,yobF-cspC,1907151,1907793,reverse
1668,ECK120028785,yebO,1908261,1908574,reverse
1669,ECK120028786,proQ-prc,1912768,1915534,reverse
1670,ECK120028788,yebST,1916258,1920143,forward
1671,ECK120028789,rsmF,1920223,1921662,forward
1672,ECK120028790,yebV,1921780,1922016,forward
1673,ECK120028791,yebW,1922121,1922312,forward
1674,ECK120028793,yobA-yebZY,1923365,1924969,reverse
1675,ECK120028794,holE,1925108,1925338,forward
1676,ECK120028795,yobB-exoX,1925440,1926782,forward
1677,ECK120028796,ptrB,1926779,1928865,reverse
1678,ECK120028797,yebE,1929048,1929783,reverse
1679,ECK120028798,yebF,1930034,1930390,reverse
1680,ECK120028799,yebG,1930457,1930922,reverse
1681,ECK120028800,yebK,1936652,1937521,forward
1682,ECK120028801,pykA,1937494,1939091,forward
1683,ECK120028802,lpxM,1939222,1940371,reverse
1684,ECK120028803,yecDE,1950732,1952213,forward
1685,ECK120028804,yecT,1961814,1962460,forward
1686,ECK120028807,ftnA,1988546,1989213,forward
1687,ECK120028808,yecA,1990954,1991619,reverse
1688,ECK120028809,sdiA,1996110,1996917,reverse
1689,ECK120028810,yedEF,2008277,2009712,forward
1690,ECK120028811,yedK,2009821,2010489,forward
1691,ECK120028812,yedL,2010600,2011079,forward
1692,ECK120028815,yodC,2028188,2028370,reverse
1693,ECK120028816,yedI,2028449,2029366,reverse
1694,ECK120028820,yedX,2038840,2039369,forward
1695,ECK120028822,yodB,2042327,2042898,forward
1696,ECK120028823,yeeJ,2044890,2052014,forward
1697,ECK120028824,yeeL_1L_2,2052276,2053328,reverse
1698,ECK120028825,shiA,2053566,2054959,forward
1699,ECK120028826,yeeO,2058203,2059846,reverse
1700,ECK120028829,yeeP,2070786,2071211,forward
1701,ECK120028832,insH-4,1395870,1397092,forward
1702,ECK120028833,ynaJ,1397365,1397622,forward
1703,ECK120028834,uspE,1397672,1398659,reverse
1704,ECK120028835,abgABT-ogt,1399721,1404565,reverse
1705,ECK120028840,racC,1417488,1417763,reverse
1706,ECK120028842,ydaGF,1419156,1419456,reverse
1707,ECK120028843,racR,1419765,1420241,reverse
1708,ECK120028844,ydaSTUVW-rzpR,1420365,1423644,forward
1709,ECK120028845,rzoR,1423400,1423585,forward
1710,ECK120028846,trkG,1423782,1425239,forward
1711,ECK120028847,ynaK-ydaY,1425323,1425980,forward
1712,ECK120028848,ynaA-lomR_1,1426408,1427613,forward
1713,ECK120028849,lomR_2-stfR-tfaR,1428814,1432986,forward
1714,ECK120028850,pinR,1433084,1433674,reverse
1715,ECK120028851,ynaE,1433991,1434224,reverse
1716,ECK120028852,uspF,1435185,1435641,reverse
1717,ECK120028853,hslJ,1441321,1441816,reverse
1718,ECK120028854,ydbH-ynbE-ydbL,1443051,1446206,forward
1719,ECK120028856,ydbA_1,1465392,1467950,forward
1720,ECK120028858,insI-2,1469358,1470509,forward
1721,ECK120028859,ydbA_2,1470690,1474013,forward
1722,ECK120028861,ydbD,1474859,1477450,forward
1723,ECK120028862,ynbABCD,1477522,1482201,forward
1724,ECK120028863,hrpA,1483061,1486963,forward
1725,ECK120028864,ydcF,1487235,1488035,forward
1726,ECK120028865,cybB,1490902,1491432,forward
1727,ECK120028866,ydcA,1491677,1491850,forward
1728,ECK120028867,hokB,1491922,1492071,reverse
1729,ECK120028868,mokB,1491962,1492129,reverse
1730,ECK120028869,sokB,1492072,1492174,forward
1731,ECK120028870,ydcJ,1495288,1496631,forward
1732,ECK120028872,ydcH,1498651,1498875,forward
1733,ECK120028873,ydcL,1502196,1503125,forward
1734,ECK120028877,ydcR,1509978,1511409,forward
1735,ECK120028880,ydcY,1517648,1517881,forward
1736,ECK120028883,yncG,1526209,1526864,forward
1737,ECK120028884,yncH,1526940,1527152,forward
1738,ECK120028885,rhsE-ydcD,1527890,1530404,forward
1739,ECK120028886,yncI,1530586,1531332,forward
1740,ECK120028887,yncM,1531376,1531576,forward
1741,ECK120028888,ydcC,1531790,1532952,forward
1742,ECK120028889,pptA,1533052,1533285,forward
1743,ECK120028890,yddE,1534965,1535888,reverse
1744,ECK120028891,yddLKJ,1544384,1546028,reverse
1745,ECK120028892,yddG,1546288,1547205,reverse
1746,ECK120028893,yddM,1552398,1552682,reverse
1747,ECK120028895,yddW,1567504,1568928,reverse
1748,ECK120028896,pqqL,1572407,1575202,reverse
1749,ECK120028897,yddAB,1575247,1579383,reverse
1750,ECK120028900,ydeQ,1586820,1587734,reverse
1751,ECK120028901,ydeTSR,1587793,1590001,reverse
1752,ECK120028902,yneL,1590357,1590536,reverse
1753,ECK120028903,ydeU,1592665,1594065,reverse
1754,ECK120028904,ydeK,1594109,1598349,reverse
1755,ECK120028907,yneE,1608108,1609022,reverse
1756,ECK120028911,yneK,1615763,1616878,forward
1757,ECK120028914,ydeI,1624105,1624559,reverse
1758,ECK120028915,ydfH,1628297,1629038,forward
1759,ECK120028916,ydfZ,1629047,1629418,forward
1760,ECK120028917,ydfI,1629453,1631067,reverse
1761,ECK120028918,ydfJ,1631002,1632314,reverse
1762,ECK120028919,ydfK,1632723,1633305,forward
1763,ECK120028920,gnsB,1637609,1637846,reverse
1764,ECK120028921,ynfN,1637954,1638252,reverse
1765,ECK120028923,rem,1644651,1645130,reverse
1766,ECK120028926,ydfV,1645897,1646202,forward
1767,ECK120028927,dicA,1647934,1648341,forward
1768,ECK120028929,dicF,1649382,1649434,forward
1769,ECK120028930,rspAB,1652896,1655141,reverse
1770,ECK120028931,ynfA,1655347,1655673,reverse
1771,ECK120028932,ynfB-speG,1655709,1656744,forward
1772,ECK120028933,clcB,1665315,1666571,forward
1773,ECK120028935,ynfL,1668699,1669592,reverse
1774,ECK120028936,ynfM,1669672,1670952,forward
1775,ECK120028937,mdtJI,1672820,1673795,reverse
1776,ECK120028938,ydgH,1678197,1679371,forward
1777,ECK120028939,ydgI-folM,1679557,1681698,forward
1778,ECK120028940,ydgA,1689794,1691360,forward
1779,ECK120028941,hdhA,1697273,1698130,reverse
1780,ECK120028942,add,1702088,1703234,forward
1781,ECK120028944,mppA,1393227,1394840,forward
1782,ECK120028945,ycaR-kdsB,970642,971598,forward
1783,ECK120028946,ycbJ,971548,972645,forward
1784,ECK120028949,asnS,987585,989220,reverse
1785,ECK120028953,rmf,1015476,1015924,forward
1786,ECK120028954,ycbZ,1016539,1018299,reverse
1787,ECK120028955,yccFS,1021730,1024365,reverse
1788,ECK120028956,mgsA,1026557,1027169,reverse
1789,ECK120028957,yccT,1027111,1027887,reverse
1790,ECK120028958,hspQ,1028404,1028721,reverse
1791,ECK120028960,tusE,1030339,1030739,reverse
1792,ECK120028961,yccA,1030759,1031652,reverse
1793,ECK120028965,insA-4AB-4B-4,1049833,1050530,forward
1794,ECK120028966,ymcE-gnsA,1051305,1052240,forward
1795,ECK120028967,yccM,1052289,1053362,reverse
1796,ECK120028968,yccE,1064036,1065292,forward
1797,ECK120028969,wrbA-yccJ,1066864,1067932,reverse
1798,ECK120028970,efeU_1U_2,1081246,1082185,forward
1799,ECK120028973,ymdE-ycdU,1095544,1096829,forward
1800,ECK120028974,ghrA,1097886,1098824,forward
1801,ECK120028975,ycdXY,1098836,1100194,forward
1802,ECK120028976,ycdZ,1100193,1100787,forward
1803,ECK120028979,yceK,1113485,1113806,forward
1804,ECK120028980,mdtG,1114264,1115616,reverse
1805,ECK120028981,yceJI,1117901,1119071,reverse
1806,ECK120028982,solA-yceO,1119307,1120867,reverse
1807,ECK120028983,dinI,1121242,1121534,reverse
1808,ECK120028984,yceB,1122713,1123320,reverse
1809,ECK120028985,grxB,1123407,1124103,reverse
1810,ECK120028986,mdtH,1124118,1125344,reverse
1811,ECK120028988,yceQ,1144502,1144822,forward
1812,ECK120028989,rluC,1144940,1145899,forward
1813,ECK120028992,ycfJ,1167552,1168138,forward
1814,ECK120028994,ycfT,1174092,1175210,reverse
1815,ECK120028995,lolCDE,1175427,1178564,forward
1816,ECK120028996,nagK-cobB,1178593,1180359,forward
1817,ECK120028997,ymfA-ycfZ,1180479,1181774,reverse
1818,ECK120028999,rluE-nudJ,1193827,1195109,reverse
1819,ECK120029001,ymfED,1196867,1198237,reverse
1820,ECK120029003,ymfJ,1201776,1202084,reverse
1821,ECK120029004,ymfK,1202259,1202975,reverse
1822,ECK120029007,mcrA,1210346,1211179,forward
1823,ECK120029008,icdC,1211413,1211577,forward
1824,ECK120029015,ymgF,1218983,1219201,forward
1825,ECK120029018,ymgH-ycgI,1223420,1223907,forward
1826,ECK120029019,ycgL,1227609,1228007,forward
1827,ECK120029020,ycgM,1228079,1228738,forward
1828,ECK120029021,dsbB,1232500,1233030,reverse
1829,ECK120029022,nhaB,1233176,1234717,reverse
1830,ECK120029023,cvrA,1240335,1242071,reverse
1831,ECK120029024,ldcA,1242166,1243080,reverse
1832,ECK120029025,ycgY,1245160,1245600,forward
1833,ECK120029026,ycgV,1253085,1255952,reverse
1834,ECK120029028,ychS,1286545,1286984,forward
1835,ECK120029029,ychJ,1288674,1289177,reverse
1836,ECK120029030,ychG_1G_2,1294426,1295198,reverse
1837,ECK120029031,ychE,1298439,1299245,forward
1838,ECK120029032,yciI,1310569,1310892,reverse
1839,ECK120029033,yciA,1311848,1312293,reverse
1840,ECK120029034,yciCB,1312261,1313698,reverse
1841,ECK120029035,yciVOQ,1323185,1326641,forward
1842,ECK120029036,rluB,1326820,1327727,forward
1843,ECK120029038,pgpB,1339309,1340094,forward
1844,ECK120029040,yciW,1348980,1350204,reverse
1845,ECK120029041,fabI,1350251,1351177,reverse
1846,ECK120029042,ycjD,1351407,1351800,reverse
1847,ECK120029043,ymjA,1357423,1357705,reverse
1848,ECK120029046,ompG,1381908,1382852,forward
1849,ECK120029050,qmcA-ybbJ,514401,515823,reverse
1850,ECK120029052,ybbAP,519733,522830,forward
1851,ECK120029053,rhsD-ybbC-ylbH-ybbD,523261,528900,forward
1852,ECK120029054,ylbG,529645,530016,reverse
1853,ECK120029056,ppiB-lpxH,553218,554437,reverse
1854,ECK120029057,ybcI,556032,556689,reverse
1855,ECK120029058,folD-ybcJ,556661,557781,reverse
1856,ECK120029059,sfmA,558212,558754,forward
1857,ECK120029060,sfmCD,558974,562300,forward
1858,ECK120029061,sfmHF,562336,563845,forward
1859,ECK120029062,ybcC,566098,566361,reverse
1860,ECK120029063,ybcD,566451,566687,forward
1861,ECK120029064,insE-3EF-3F-3,566842,568004,forward
1862,ECK120029065,renD-emrE,568062,568647,forward
1863,ECK120029066,ybcK,568647,570428,forward
1864,ECK120029067,ybcLM,570893,572251,forward
1865,ECK120029068,ybcN-ninE-ybcO-rusA-ylcG,572440,573870,forward
1866,ECK120029069,ybcQ,573749,574339,forward
1867,ECK120029070,rzoD,578327,578509,forward
1868,ECK120029071,ybcV,579184,579594,reverse
1869,ECK120029072,ybcW,579880,580086,forward
1870,ECK120029073,nohB,580834,581379,forward
1871,ECK120029074,tfaD,581534,582097,forward
1872,ECK120029076,ybdG,603416,604663,reverse
1873,ECK120029077,ybdF,605518,605886,reverse
1874,ECK120029078,ybdJ,605951,606199,reverse
1875,ECK120029079,ybdK,606265,607383,reverse
1876,ECK120029080,insL-2,608065,609177,forward
1877,ECK120029081,ybdD,632182,632379,forward
1878,ECK120029082,ybdM,634747,635376,reverse
1879,ECK120029083,ybdN,635349,636996,reverse
1880,ECK120029084,ybdO,636716,637618,reverse
1881,ECK120029085,rnk,643557,644109,reverse
1882,ECK120029086,rna,644197,645113,reverse
1883,ECK120029087,citT,645117,646580,reverse
1884,ECK120029088,citCDEFXG,646631,652141,reverse
1885,ECK120029090,cspE,657096,657549,forward
1886,ECK120029092,tatE,658947,659150,forward
1887,ECK120029093,lipA,659251,660301,reverse
1888,ECK120029094,ybeF,660425,661378,reverse
1889,ECK120029097,dacA,662752,663963,reverse
1890,ECK120029100,ybeR-djlB,676711,678842,forward
1891,ECK120029101,ybeU-djlC,679508,681663,forward
1892,ECK120029102,hscC,681723,683393,reverse
1893,ECK120029103,rihA,683477,684412,reverse
1894,ECK120029104,insH-3,687997,689013,reverse
1895,ECK120029107,miaB,693531,694955,reverse
1896,ECK120029110,ybfF,712038,712802,reverse
1897,ECK120029111,ybfA,729087,729340,forward
1898,ECK120029112,rhsC-ybfB,729322,734102,forward
1899,ECK120029113,ybfQ,736445,736699,forward
1900,ECK120029114,ybfL,736900,737961,forward
1901,ECK120029115,ybfD,738092,738853,forward
1902,ECK120029116,abrB,746723,748006,reverse
1903,ECK120029117,ybgD,752229,752795,reverse
1904,ECK120029118,valZ-lysY,781068,781222,forward
1905,ECK120029119,lysZ,781369,781444,forward
1906,ECK120029120,lysQ,781577,781652,forward
1907,ECK120029121,zitB,783882,784823,reverse
1908,ECK120029122,ybgS,784937,785317,reverse
1909,ECK120029123,modEF,792316,794644,reverse
1910,ECK120029125,ybhC,805998,807321,reverse
1911,ECK120029126,ybhB,807433,807909,reverse
1912,ECK120029127,ybhL,819852,820588,forward
1913,ECK120029128,ybhM,820793,821506,forward
1914,ECK120029131,ybiI,838190,838484,reverse
1915,ECK120029132,ybiX,838530,839207,reverse
1916,ECK120029134,ybiO,843255,845480,reverse
1917,ECK120029135,mntR-ybiR,853098,854765,forward
1918,ECK120029136,ybiU,857796,859061,reverse
1919,ECK120029137,ybiV,859213,860028,reverse
1920,ECK120029138,iaaA-gsiABCD,866537,872801,forward
1921,ECK120029140,yliI,878593,879857,forward
1922,ECK120029141,deoR,881976,882776,reverse
1923,ECK120029142,ybjH,884946,885230,reverse
1924,ECK120029143,ybjJI,885316,887339,reverse
1925,ECK120029144,ybjL,888134,889819,reverse
1926,ECK120029147,aat,926728,927432,reverse
1927,ECK120029148,trxB,931019,932078,reverse
1928,ECK120029149,lolA-rarA,937278,939337,forward
1929,ECK120029150,serS,939365,940765,forward
1930,ECK120029151,ycaM,946936,948659,forward
1931,ECK120029152,pflA,950301,951230,reverse
1932,ECK120029153,ycaO,954872,956632,reverse
1933,ECK120029154,ycaP,956724,957454,forward
1934,ECK120029155,cueR,513993,514400,forward
1935,ECK120029156,yaeH,183709,184095,reverse
1936,ECK120029157,yaeI,184257,185167,reverse
1937,ECK120029159,frr,192814,193498,forward
1938,ECK120029160,dxr,193521,194717,forward
1939,ECK120029161,yaeR,211877,212266,forward
1940,ECK120029162,tilS,212331,213629,forward
1941,ECK120029163,yaeP-rof,213678,214218,reverse
1942,ECK120029165,yaeF,216179,217049,reverse
1943,ECK120029167,gmhB,222806,223408,forward
1944,ECK120029168,dkgB,228977,229970,forward
1945,ECK120029169,yafDE,231064,232549,forward
1946,ECK120029170,mltD,232597,233955,reverse
1947,ECK120029171,gloB,234027,234782,reverse
1948,ECK120029172,yafT,237335,238120,forward
1949,ECK120029173,C0067,238462,238586,forward
1950,ECK120029174,lpcA,243543,244121,forward
1951,ECK120029175,yafJ,244281,245094,forward
1952,ECK120029176,yafK,245065,245805,reverse
1953,ECK120029177,dinJ-yafQ,245961,246615,reverse
1954,ECK120029178,yafL,246712,247461,forward
1955,ECK120029183,ykfJ-prfH,253467,254202,forward
1956,ECK120029184,gpt,255914,256474,forward
1957,ECK120029185,frsA,256387,257771,forward
1958,ECK120029187,yafY-ykfBF-yafX-ykfGH-yafW-ykfI,263328,267267,reverse
1959,ECK120029188,ykfA-yafZ,267184,269071,reverse
1960,ECK120029189,perR,269289,270182,reverse
1961,ECK120029190,insN-1I-1O-1,270226,272255,forward
1962,ECK120029191,ykfC,272847,273992,forward
1963,ECK120029192,mmuPM,275081,277647,forward
1964,ECK120029195,yagEF,282278,285168,forward
1965,ECK120029196,yagGH,285130,288399,forward
1966,ECK120029199,yagK,292322,293121,reverse
1967,ECK120029200,yagML,293220,294952,reverse
1968,ECK120029201,yagN,295139,295579,reverse
1969,ECK120029202,intF,295696,297096,reverse
1970,ECK120029203,yagP,297381,297791,reverse
1971,ECK120029205,ykgJ,303853,304182,reverse
1972,ECK120029209,ykgMO,312374,312807,reverse
1973,ECK120029210,eaeH-insE-1EF-1F-1,314166,316453,forward
1974,ECK120029211,ykgA,316450,317136,reverse
1975,ECK120029214,ykgEFG,321608,324453,forward
1976,ECK120029215,ykgH,324696,325364,reverse
1977,ECK120029217,yahB,333501,334433,reverse
1978,ECK120029218,yahC,334525,335022,reverse
1979,ECK120029219,yahH,339793,340089,forward
1980,ECK120029220,yahIJ,340165,342507,forward
1981,ECK120029221,yahL,344176,344991,forward
1982,ECK120029222,yahM,345387,345649,forward
1983,ECK120029223,mhpT,374897,376670,forward
1984,ECK120029224,yaiL,376772,377311,forward
1985,ECK120029225,frmRAB,377535,379881,reverse
1986,ECK120029226,insC-1CD-1D-1,381351,382579,forward
1987,ECK120029228,hemB,388753,389754,reverse
1988,ECK120029229,ykiB,389897,390115,reverse
1989,ECK120029230,yaiU,393015,394418,forward
1990,ECK120029232,iraP,401179,401646,forward
1991,ECK120029233,yaiI,405764,406222,forward
1992,ECK120029235,sbcDC,412607,417079,reverse
1993,ECK120029236,brnQ-proY,419488,422359,forward
1994,ECK120029237,yajD,430436,430952,forward
1995,ECK120029239,panE-yajL,443051,444515,reverse
1996,ECK120029240,yajR,445302,446855,reverse
1997,ECK120029242,tig,454993,456431,forward
1998,ECK120029243,ybaV,463937,464308,forward
1999,ECK120029245,queC,464852,465589,reverse
2000,ECK120029246,cof,467366,468230,forward
2001,ECK120029248,mdlAB,468871,472417,forward
2002,ECK120029249,ffs,476424,476561,forward
2003,ECK120029250,ybaA,476638,477025,forward
2004,ECK120029251,ylaC,478781,479288,reverse
2005,ECK120029252,maa,479367,479918,reverse
2006,ECK120029254,priC-ybaM,490110,490812,reverse
2007,ECK120029255,ybaN,490882,491259,forward
2008,ECK120029256,dnaX,492056,494023,forward
2009,ECK120029257,hemH,497968,499017,forward
2010,ECK120029258,ybaL,501562,503295,reverse
2011,ECK120029259,fsr,503476,504696,reverse
2012,ECK120029260,yjjY,4640402,4640542,forward
2013,ECK120029261,yjtD,4640942,4641628,forward
2014,ECK120029262,yaaX,4979,5530,forward
2015,ECK120029263,yaaA,5683,6459,reverse
2016,ECK120029264,yaaJ,6529,7959,reverse
2017,ECK120029265,mog,9306,9893,forward
2018,ECK120029267,yaaW,10643,11356,reverse
2019,ECK120029268,insL-1,15445,16557,forward
2020,ECK120029269,mokC-hokC,16751,16960,reverse
2021,ECK120029270,sokC,16905,17006,forward
2022,ECK120029272,rihC,27293,28207,forward
2023,ECK120029273,yaaU,45592,47138,forward
2024,ECK120029274,kefFC,47246,49631,forward
2025,ECK120029275,djlA,57364,58179,forward
2026,ECK120029276,yabPQ,58430,59279,forward
2027,ECK120029277,yabI,71271,72115,forward
2028,ECK120029278,sgrR-sroA-tbpA-thiPQ,72229,77338,reverse
2029,ECK120029284,ppdD-hofBC,114522,117705,reverse
2030,ECK120029285,nadC,117752,118720,reverse
2031,ECK120029286,yacL,134216,134750,forward
2032,ECK120029287,yadGH,142779,144472,forward
2033,ECK120029288,yadE,145010,146310,forward
2034,ECK120029290,hrpB,162105,164534,forward
2035,ECK120029291,mrcB,164721,167264,forward
2036,ECK120029292,clcA,174933,176528,forward
2037,ECK120029293,mtn-btuF-yadS,177001,179183,reverse
2038,ECK120029376,insH-6,2066305,2067321,reverse
2039,ECK120029377,kdpFABC,724407,728921,reverse
2040,ECK120029378,ttdR,3205324,3206380,reverse
2041,ECK120029379,cysQ,4436755,4437495,forward
2042,ECK120029381,ybdR,642088,643326,forward
2043,ECK120029382,fre,4026443,4027228,forward
2044,ECK120029383,priA,4124612,4126810,reverse
2045,ECK120029384,csrD,3401392,3403332,reverse
2046,ECK120029385,yhgF,3537385,3539706,forward
2047,ECK120029386,emrD,3853701,3855106,forward
2048,ECK120029387,ygfM-xdhD,3020499,3024186,forward
2049,ECK120029388,tktA,3079644,3081707,reverse
2050,ECK120029389,plsC,3162744,3163481,reverse
2051,ECK120029390,folB,3204221,3204589,reverse
2052,ECK120029391,ispB,3333710,3334681,forward
2053,ECK120029392,ndk,2644433,2644864,reverse
2054,ECK120029393,alpA,2758644,2758856,forward
2055,ECK120029394,bcr,2278570,2279760,reverse
2056,ECK120029395,narQ,2585566,2587431,forward
2057,ECK120029396,argS,1959924,1961843,forward
2058,ECK120029397,isrB,1987839,1988116,reverse
2059,ECK120029398,pgsA,1992269,1992817,reverse
2060,ECK120029399,adhP,1552828,1553838,reverse
2061,ECK120029400,ynfP,1652728,1652838,reverse
2062,ECK120029401,rttR,1287066,1287236,reverse
2063,ECK120029402,purU,1287782,1288624,reverse
2064,ECK120029408,ybhI,801887,803320,forward
2065,ECK120029409,ybhJ,803460,805764,forward
2066,ECK120029410,torS,1053434,1056178,reverse
2067,ECK120029411,yahK,342884,343933,forward
2068,ECK120029413,apt,491310,491963,forward
2069,ECK120029414,dsbG,637827,638885,reverse
2070,ECK120029415,yadI,144577,145017,forward
2071,ECK120029421,alr,4265589,4266861,forward
2072,ECK120029422,cysZ,2531463,2532224,forward
2073,ECK120029504,rsmD-yhhL,3604347,3605248,forward
2074,ECK120029505,aas-lplT,2972669,2976014,reverse
2075,ECK120029506,tynA,1449076,1451650,reverse
2076,ECK120029507,mprA-emrAB,2810727,2814154,forward
2077,ECK120029508,rraB,4478384,4478889,forward
2078,ECK120029509,sxy,1020991,1021767,forward
2079,ECK120029510,rseP,196470,197898,forward
2080,ECK120029990,yjbEFGH,4235642,4239730,forward
2081,ECK120029991,thrU-tyrU-glyT-thrT-tufB,4175251,4177185,forward
2082,ECK120029992,ttdABT,3206258,3209487,forward
2083,ECK120029993,fldA-uof-fur,710118,711592,reverse
2084,ECK120029994,menA-rraA,4118845,4120448,reverse
2085,ECK120029995,bhsA,1168986,1169330,forward
2086,ECK120029996,smf,3432436,3433686,reverse
2087,ECK120029997,smg,3431991,3432464,reverse
2088,ECK120030492,trmI-yggL,3101807,3102852,reverse
2089,ECK120030493,rbn,2381608,2382525,forward
2090,ECK120030494,fryBC-ypdFE-fryA,2501990,2508483,reverse
2091,ECK120030495,raiA,2737076,2737495,forward
2092,ECK120030496,yecN-cmoAB,1952266,1954413,forward
2093,ECK120030497,wcaCDEF-gmd-fcl-gmm-wcaI-cpsBG-wcaJ-wzxC,2118680,2132070,reverse
2094,ECK120030498,relBE-hokD,1645034,1645922,reverse
2095,ECK120030499,cnu,1704949,1705164,forward
2096,ECK120030500,pabB-nudL,1894805,1896748,forward
2097,ECK120030501,yggI,3089755,3090252,forward
2098,ECK120030502,eutBCLKR,2554130,2558679,reverse
2099,ECK120030504,relA-mazEFG,2909894,2914348,reverse
2100,ECK120030507,ymiA-yciX,1335077,1335458,forward
2101,ECK120030508,ttcA,1411013,1411948,reverse
2102,ECK120030509,kilR-ydaE,1417838,1418229,reverse
2103,ECK120030510,maeA,1553972,1555669,reverse
2104,ECK120030511,gfcE-etp-etk,1042030,1045803,reverse
2105,ECK120030512,gfcBCD,1045849,1049332,reverse
2106,ECK120030513,gfcA,1049439,1050758,reverse
2107,ECK120030515,ymfH-xisE-intE,1199679,1201423,reverse
2108,ECK120030516,pinE,1209685,1210239,forward
2109,ECK120030518,tfaX,582875,583060,forward
2110,ECK120030519,dpiBA,651884,654542,forward
2111,ECK120030520,yadMLKC,149715,152812,reverse
2112,ECK120030521,lafU,250072,250827,forward
2113,ECK120030525,gltI-sroC-gltJKL,684530,687966,reverse
2114,ECK120030527,gspAB,3453508,3455634,reverse
2115,ECK120030529,dnaK-tpke11-dnaJ,12048,15298,forward
2116,ECK120030530,hscBA-fdx-iscX,2656506,2659605,reverse
2117,ECK120030531,cbpAM,1062550,1064037,reverse
2118,ECK120030532,rcsDB,2313452,2316827,forward
